,year,quarter,month,latitude,longitude,depth,magnitude,dayPeriod,earthquakeCategory,depthCategory,cluster
2994,2020,3,7,-8.009599686,107.3541031,16.0,3.531616872,Evening,Minor,Shallow,7
2996,2020,3,8,-6.298580647,108.3106155,10.0,4.819112502,Afternoon,Light,Shallow,-1
2998,2020,3,8,-7.597282887,106.0815506,17.0,3.803465249,Morning,Minor,Shallow,3
3002,2020,3,8,-7.492545128,106.7359467,33.0,4.239460502,Evening,Light,Shallow,6
3003,2020,3,8,-6.637212276,107.033493,6.0,4.272274271,Morning,Light,Shallow,-1
3006,2020,3,8,-8.550254822,113.2217407,10.0,5.162422011,Afternoon,Moderate,Shallow,-1
3010,2020,3,8,-7.862246037,107.338913,10.0,4.404834562,Afternoon,Light,Shallow,4
3012,2020,3,8,-7.676785469,107.0475464,5.0,5.232975457,Evening,Moderate,Shallow,-1
3013,2020,3,8,-7.693834782,108.0691452,10.0,4.774028051,Evening,Light,Shallow,-1
3018,2020,3,8,-8.432228088,110.3951111,10.0,5.349505631,Morning,Moderate,Shallow,-1
3019,2020,3,8,-8.04413414,107.2730637,10.0,4.417184529,Evening,Light,Shallow,7
3024,2020,3,8,-7.036550045,105.3918304,10.0,3.939984538,Morning,Minor,Shallow,1
3025,2020,3,8,-7.971457958,106.9086075,10.0,3.634121445,Morning,Minor,Shallow,14
3034,2020,3,9,-8.666689873,108.7202911,10.0,3.970569775,Morning,Minor,Shallow,-1
3036,2020,3,9,-7.810968876,106.5116196,10.0,5.089665105,Night,Moderate,Shallow,6
3038,2020,3,9,-7.8328228,107.3056488,31.0,3.562403354,Morning,Minor,Shallow,4
3041,2020,3,9,-8.860332489,112.5583496,29.0,3.77005247,Evening,Minor,Shallow,8
3044,2020,3,9,-7.993667126,105.7280884,10.0,3.816216716,Evening,Minor,Shallow,-1
3046,2020,3,9,-7.834942341,106.9881363,10.0,3.712358507,Morning,Minor,Shallow,14
3047,2020,3,9,-8.09173584,107.3309326,10.0,4.053134513,Evening,Light,Shallow,7
3056,2020,3,9,-8.696123123,111.1344604,8.0,3.806200095,Night,Minor,Shallow,-1
3059,2020,3,9,-8.782248497,110.8656693,20.0,3.930127523,Afternoon,Minor,Shallow,-1
3065,2020,3,9,-8.291601181,108.2294235,10.0,4.235307259,Dawn,Light,Shallow,17
3066,2020,3,9,-8.866389275,108.4517441,10.0,4.969784391,Morning,Light,Shallow,-1
3068,2020,3,9,-8.606028557,110.6521606,19.0,3.955729065,Morning,Minor,Shallow,-1
3069,2020,4,10,-5.37537384,107.6914749,10.0,5.479512684,Morning,Moderate,Shallow,-1
3072,2020,4,10,-7.978852749,106.593132,10.0,3.704813188,Morning,Minor,Shallow,6
3073,2020,4,10,-7.728499413,106.5816498,10.0,3.705474711,Morning,Minor,Shallow,6
3074,2020,4,10,-7.841137409,106.7167358,10.0,3.663186081,Afternoon,Minor,Shallow,-1
3076,2020,4,10,-8.736838341,110.8175583,10.0,3.802848613,Morning,Minor,Shallow,-1
3078,2020,4,10,-8.320598602,108.7667236,24.0,4.136688395,Evening,Light,Shallow,-1
3082,2020,4,10,-6.825218678,108.0310135,10.0,5.758387438,Night,Moderate,Shallow,-1
3083,2020,4,10,-8.503756523,108.6351471,44.0,3.623336144,Dawn,Minor,Shallow,10
3088,2020,4,10,-8.6817379,110.8619537,26.0,3.755827732,Dawn,Minor,Shallow,-1
3092,2020,4,10,-8.333631516,107.7835693,20.0,3.574683343,Morning,Minor,Shallow,2
3094,2020,4,10,-8.331428528,108.1303711,10.0,4.776531488,Evening,Light,Shallow,5
3098,2020,4,10,-7.018959999,106.271286,10.0,3.595327218,Afternoon,Minor,Shallow,26
3099,2020,4,10,-6.981541157,106.3087082,10.0,4.437933115,Evening,Light,Shallow,26
3100,2020,4,10,-8.726027489,107.1690369,10.0,4.016464026,Afternoon,Light,Shallow,-1
3104,2020,4,10,-6.988249779,106.3171692,11.0,3.565660889,Evening,Minor,Shallow,26
3107,2020,4,10,-8.155957222,107.8916245,51.0,5.472525634,Night,Moderate,Shallow,2
3109,2020,4,10,-8.249461174,107.8549881,12.0,3.749344808,Afternoon,Minor,Shallow,2
3110,2020,4,10,-8.149982452,107.8639679,18.0,4.843379002,Evening,Light,Shallow,2
3114,2020,4,10,-6.986313343,106.3235168,10.0,3.767144943,Night,Minor,Shallow,26
3116,2020,4,10,-6.771321297,108.7206116,10.0,4.831723364,Evening,Light,Shallow,-1
3117,2020,4,10,-8.922294617,111.4986801,10.0,3.610366636,Dawn,Minor,Shallow,16
3118,2020,4,10,-8.692344666,112.3515167,49.0,4.981377264,Morning,Light,Shallow,-1
3120,2020,4,10,-6.73800087,111.2381287,10.0,5.266361534,Morning,Moderate,Shallow,-1
3123,2020,4,11,-7.181960106,105.4128036,10.0,3.569245506,Night,Minor,Shallow,1
3124,2020,4,11,-8.622804642,107.8453064,10.0,3.940057867,Morning,Minor,Shallow,-1
3127,2020,4,11,-7.183951378,107.5915604,10.0,4.052531613,Afternoon,Light,Shallow,-1
3133,2020,4,11,-7.720558167,106.9670563,27.0,3.52903087,Dawn,Minor,Shallow,14
3136,2020,4,11,-7.520047665,105.9798126,60.0,4.700243487,Evening,Light,Shallow,3
3137,2020,4,11,-8.317907333,107.0086365,10.0,3.566745264,Evening,Minor,Shallow,-1
3143,2020,4,11,-6.244724751,107.6051636,10.0,5.523181789,Dawn,Moderate,Shallow,-1
3145,2020,4,11,-7.775462627,106.1635818,11.0,3.844558329,Morning,Minor,Shallow,3
3146,2020,4,11,-7.838299751,106.1429062,11.0,3.569028276,Morning,Minor,Shallow,-1
3147,2020,4,11,-7.884888649,107.0920334,10.0,3.515219742,Night,Minor,Shallow,14
3150,2020,4,11,-8.581116676,108.9108658,10.0,4.205235589,Morning,Light,Shallow,13
3151,2020,4,11,-6.886469364,106.7971344,10.0,4.304783983,Evening,Light,Shallow,-1
3158,2020,4,11,-8.851180077,110.3358994,10.0,4.061028338,Afternoon,Light,Shallow,11
3159,2020,4,11,-8.587622643,110.5182724,28.0,4.306491637,Afternoon,Light,Shallow,-1
3169,2020,4,11,-8.948928833,110.5367355,10.0,3.725469569,Dawn,Minor,Shallow,22
3170,2020,4,11,-7.759848595,106.3957977,21.0,4.964133431,Evening,Light,Shallow,6
3171,2020,4,11,-8.928640366,111.3944397,10.0,4.567853646,Dawn,Light,Shallow,16
3175,2020,4,11,-8.533037186,108.6934052,10.0,3.870451863,Evening,Minor,Shallow,10
3177,2020,4,12,-5.218909264,107.5444641,10.0,5.262605072,Morning,Moderate,Shallow,-1
3182,2020,4,12,-8.78748703,109.926857,10.0,3.543472094,Dawn,Minor,Shallow,-1
3190,2020,4,12,-7.5702672,107.4204788,10.0,4.679773283,Evening,Light,Shallow,-1
3191,2020,4,12,-7.097017765,108.7634048,2.0,3.80086241,Evening,Minor,Shallow,-1
3192,2020,4,12,-7.964900494,105.8440628,10.0,3.565671614,Evening,Minor,Shallow,-1
3195,2020,4,12,-7.567948341,106.1253967,16.0,3.725749261,Afternoon,Minor,Shallow,-1
3199,2020,4,12,-8.484276772,108.9594498,18.0,3.645827834,Morning,Minor,Shallow,13
3200,2020,4,12,-8.159039497,107.360466,10.0,3.623871185,Afternoon,Minor,Shallow,7
3201,2020,4,12,-6.150683403,112.2849197,10.0,5.122016758,Morning,Moderate,Shallow,-1
3202,2020,4,12,-8.48184967,113.3467865,10.0,3.720717383,Afternoon,Minor,Shallow,-1
3211,2021,1,1,-8.923006058,108.3094025,10.0,5.914603025,Dawn,Moderate,Shallow,-1
3212,2021,1,1,-8.41387558,108.9693298,25.0,3.570830873,Morning,Minor,Shallow,13
3215,2021,1,1,-7.264853954,106.172966,26.0,3.897893403,Afternoon,Minor,Shallow,3
3217,2021,1,1,-8.877291679,111.1871567,24.0,3.674752261,Dawn,Minor,Shallow,16
3219,2021,1,1,-8.79057312,110.3117447,10.0,4.773722374,Afternoon,Light,Shallow,11
3221,2021,1,1,-7.757923603,106.1098633,10.0,3.802854231,Evening,Minor,Shallow,3
3223,2021,1,1,-7.98836565,110.1928329,10.0,4.43328875,Night,Light,Shallow,-1
3224,2021,1,1,-8.087351799,107.9126282,13.0,3.805681259,Morning,Minor,Shallow,2
3228,2021,1,1,-6.749794006,109.9725189,10.0,5.469357966,Night,Moderate,Shallow,-1
3232,2021,1,1,-7.558031559,109.4531555,12.0,3.667473315,Afternoon,Minor,Shallow,-1
3235,2021,1,1,-8.548587799,108.689682,44.0,4.513273842,Afternoon,Light,Shallow,10
3237,2021,1,1,-8.974167824,112.9533691,17.0,3.857904601,Afternoon,Minor,Shallow,27
3239,2021,1,1,-8.112164497,107.8369064,27.0,3.562495519,Morning,Minor,Shallow,2
3244,2021,1,1,-7.833529472,107.2626953,27.0,3.550335106,Evening,Minor,Shallow,4
3251,2021,1,1,-8.785369873,110.9494553,38.0,4.060598746,Evening,Light,Shallow,19
3254,2021,1,1,-7.869260311,105.9126663,14.0,3.684205266,Dawn,Minor,Shallow,3
3255,2021,1,1,-8.06063652,107.3613205,21.0,3.772403585,Morning,Minor,Shallow,7
3257,2021,1,2,-8.121813774,107.8921432,14.0,4.037996024,Afternoon,Light,Shallow,2
3258,2021,1,2,-8.428756714,108.9497147,67.0,4.271714597,Evening,Light,Shallow,13
3262,2021,1,2,-8.21988678,107.1495438,52.0,4.5538211,Night,Light,Shallow,7
3268,2021,1,2,-7.707830906,106.9315338,10.0,3.555293209,Dawn,Minor,Shallow,14
3270,2021,1,2,-8.488918304,109.2456665,30.0,3.6529128,Dawn,Minor,Shallow,15
3271,2021,1,2,-6.941839218,108.9063568,62.0,4.622495547,Night,Light,Shallow,-1
3277,2021,1,2,-8.116477966,107.896965,17.0,3.716975676,Dawn,Minor,Shallow,2
3280,2021,1,2,-7.602602005,106.5592499,27.0,4.880753168,Afternoon,Light,Shallow,6
3283,2021,1,2,-8.755594254,110.28125,10.0,4.802818062,Evening,Light,Shallow,11
3287,2021,1,2,-8.172685623,107.3197327,10.0,3.789045271,Afternoon,Minor,Shallow,7
3292,2021,1,2,-7.187870979,105.9260406,10.0,4.325579688,Evening,Light,Shallow,3
3295,2021,1,3,-7.956607342,106.9568405,10.0,3.568639966,Dawn,Minor,Shallow,14
3296,2021,1,3,-8.394449234,107.6024017,10.0,4.363254205,Afternoon,Light,Shallow,28
3297,2021,1,3,-7.186745644,105.5314102,10.0,3.67801886,Morning,Minor,Shallow,1
3298,2021,1,3,-8.532595634,107.9968262,48.0,4.043771624,Night,Light,Shallow,-1
3299,2021,1,3,-8.132655144,107.895256,18.0,3.625012381,Afternoon,Minor,Shallow,2
3304,2021,1,3,-8.400178909,111.9203262,10.0,5.203889352,Evening,Moderate,Shallow,-1
3305,2021,1,3,-7.224495411,108.782547,10.0,5.531612651,Dawn,Moderate,Shallow,-1
3306,2021,1,3,-6.038868904,111.8503571,10.0,5.527386963,Morning,Moderate,Shallow,-1
3307,2021,1,3,-8.893630028,110.9340363,10.0,3.788917626,Morning,Minor,Shallow,19
3308,2021,1,3,-7.151369572,105.8816376,22.0,3.775248357,Morning,Minor,Shallow,3
3309,2021,1,3,-6.782288551,112.0844269,10.0,5.61888817,Evening,Moderate,Shallow,-1
3311,2021,1,3,-8.799720764,110.1414261,10.0,3.726558178,Afternoon,Minor,Shallow,-1
3313,2021,1,3,-8.806711197,110.2932358,30.0,4.018349484,Afternoon,Light,Shallow,11
3316,2021,1,3,-8.978560448,110.2327118,57.0,3.740018708,Dawn,Minor,Shallow,11
3318,2021,1,3,-6.771179676,109.8646545,10.0,4.902647079,Afternoon,Light,Shallow,-1
3321,2021,1,3,-6.423079491,111.1732712,10.0,5.286002875,Evening,Moderate,Shallow,-1
3326,2021,1,3,-7.733281136,106.8790436,30.0,4.246820242,Evening,Light,Shallow,14
3331,2021,1,3,-7.64652729,106.528183,43.0,4.356409868,Evening,Light,Shallow,6
3332,2021,1,3,-7.922195911,107.0117416,10.0,3.829523343,Afternoon,Minor,Shallow,14
3341,2021,1,3,-6.079064369,109.2540665,10.0,4.838821324,Evening,Light,Shallow,-1
3342,2021,1,3,-7.935760498,107.022377,13.0,3.619012695,Night,Minor,Shallow,14
3349,2021,2,4,-8.905331612,113.52034,36.0,4.754831628,Dawn,Light,Shallow,-1
3350,2021,2,4,-7.673045635,110.4729614,10.0,5.263208904,Evening,Moderate,Shallow,-1
3351,2021,2,4,-8.237541199,108.1604996,28.0,3.782100613,Evening,Minor,Shallow,17
3352,2021,2,4,-8.977820396,111.2717667,10.0,3.945605395,Morning,Minor,Shallow,16
3356,2021,2,4,-5.295640469,107.958313,10.0,4.703144721,Afternoon,Light,Shallow,-1
3360,2021,2,4,-8.897109985,112.46492,37.0,3.769473947,Morning,Minor,Shallow,8
3361,2021,2,4,-8.927929878,112.4799576,33.0,3.53784401,Morning,Minor,Shallow,8
3363,2021,2,4,-8.933433533,112.4526291,33.0,4.274949119,Afternoon,Light,Shallow,8
3364,2021,2,4,-8.934886932,112.4390411,34.0,3.712994402,Afternoon,Minor,Shallow,8
3368,2021,2,4,-8.928380013,112.5014191,38.0,3.504548183,Morning,Minor,Shallow,8
3374,2021,2,4,-7.350904942,105.9011459,37.0,4.492675232,Morning,Light,Shallow,3
3377,2021,2,4,-8.561991692,110.6307068,10.0,3.594031509,Night,Minor,Shallow,-1
3378,2021,2,4,-8.598273277,110.6473999,10.0,4.515818921,Night,Light,Shallow,-1
3379,2021,2,4,-7.209053516,111.8498001,10.0,5.633583364,Dawn,Moderate,Shallow,-1
3383,2021,2,4,-8.523156166,108.5393448,10.0,4.049178144,Morning,Light,Shallow,10
3384,2021,2,4,-7.939796448,109.1805725,10.0,5.658052328,Night,Moderate,Shallow,-1
3386,2021,2,4,-8.049396515,107.6332092,48.0,4.142085248,Morning,Light,Shallow,-1
3390,2021,2,4,-7.749344826,106.5730515,20.0,3.934362759,Morning,Minor,Shallow,6
3394,2021,2,4,-8.964690208,110.7042084,10.0,3.973826912,Morning,Minor,Shallow,-1
3396,2021,2,4,-6.639094353,107.7963104,2.0,5.1733021,Evening,Moderate,Shallow,-1
3397,2021,2,4,-6.25551939,107.6848679,10.0,4.911961324,Night,Light,Shallow,-1
3399,2021,2,4,-7.270246983,107.6679688,5.0,3.665925849,Morning,Minor,Shallow,9
3401,2021,2,4,-8.900462151,112.4525223,39.0,3.567409184,Afternoon,Minor,Shallow,8
3402,2021,2,4,-7.725667477,107.3609085,17.0,3.507646803,Night,Minor,Shallow,-1
3403,2021,2,4,-8.747319221,110.2762299,10.0,4.872104444,Dawn,Light,Shallow,11
3404,2021,2,4,-7.779696941,106.8945084,29.0,4.906409041,Morning,Light,Shallow,14
3408,2021,2,4,-7.796095848,106.9289551,10.0,3.845013359,Night,Minor,Shallow,14
3410,2021,2,4,-8.426208496,110.4421692,65.0,5.510519856,Afternoon,Moderate,Shallow,-1
3423,2021,2,5,-7.35525322,106.8880615,10.0,5.204909772,Evening,Moderate,Shallow,-1
3425,2021,2,5,-7.647629261,106.1070786,10.0,4.75245538,Afternoon,Light,Shallow,3
3426,2021,2,5,-7.82110405,106.8115921,10.0,3.882321028,Afternoon,Minor,Shallow,14
3429,2021,2,5,-7.513571739,105.8577499,10.0,3.553631927,Afternoon,Minor,Shallow,3
3437,2021,2,5,-7.822520733,107.2626495,23.0,4.273659014,Evening,Light,Shallow,4
3440,2021,2,5,-8.688739777,110.0110779,10.0,3.67085332,Afternoon,Minor,Shallow,-1
3441,2021,2,5,-8.050543785,107.8834457,22.0,3.561448465,Morning,Minor,Shallow,2
3445,2021,2,5,-8.137069702,107.9085312,17.0,3.679790822,Morning,Minor,Shallow,2
3455,2021,2,5,-8.219309807,107.198288,10.0,4.729012029,Afternoon,Light,Shallow,7
3462,2021,2,5,-7.522404671,106.4103394,67.0,4.406333995,Evening,Light,Shallow,-1
3466,2021,2,5,-7.006548405,105.4553986,15.0,3.618126506,Dawn,Minor,Shallow,1
3467,2021,2,5,-7.703330994,105.7282181,28.0,3.922302321,Dawn,Minor,Shallow,-1
3471,2021,2,5,-7.627161026,106.6814423,25.0,4.060972308,Evening,Light,Shallow,6
3472,2021,2,5,-8.910617828,112.4657516,37.0,3.971945761,Night,Minor,Shallow,8
3474,2021,2,5,-7.391205788,105.8674698,39.0,4.358454968,Dawn,Light,Shallow,3
3482,2021,2,6,-7.917224407,107.0338898,10.0,4.817662376,Evening,Light,Shallow,14
3493,2021,2,6,-8.128570557,107.8950348,18.0,3.506293558,Afternoon,Minor,Shallow,2
3498,2021,2,6,-8.014821053,107.3278122,13.0,3.926206573,Morning,Minor,Shallow,7
3499,2021,2,6,-7.603517056,113.2989349,10.0,4.659686901,Evening,Light,Shallow,-1
3500,2021,2,6,-8.119419098,107.2316437,10.0,3.843150149,Morning,Minor,Shallow,7
3506,2021,2,6,-8.880999565,110.8928375,10.0,4.065448897,Evening,Light,Shallow,19
3508,2021,2,6,-8.12754631,107.9047546,24.0,4.02377747,Afternoon,Light,Shallow,2
3510,2021,2,6,-8.117503166,107.8940964,21.0,3.95043205,Evening,Minor,Shallow,2
3511,2021,2,6,-8.540113449,108.4521332,3.0,3.935107332,Night,Minor,Shallow,10
3512,2021,2,6,-8.602646828,107.9163055,10.0,4.183508866,Night,Light,Shallow,-1
3516,2021,2,6,-8.354780197,107.755043,10.0,3.652615046,Dawn,Minor,Shallow,2
3526,2021,3,7,-8.449339867,108.4990616,18.0,3.583732986,Evening,Minor,Shallow,10
3530,2021,3,7,-7.703887463,106.116745,10.0,3.584209655,Morning,Minor,Shallow,3
3531,2021,3,7,-7.591647148,106.156456,29.0,3.784825018,Morning,Minor,Shallow,-1
3534,2021,3,7,-8.891327858,112.4644012,30.0,3.940797979,Afternoon,Minor,Shallow,8
3536,2021,3,7,-8.993662834,111.7837677,10.0,4.042417032,Morning,Light,Shallow,-1
3537,2021,3,7,-8.291751862,107.884201,15.0,3.937110844,Evening,Minor,Shallow,2
3542,2021,3,7,-7.880164623,107.509819,31.0,3.587163207,Morning,Minor,Shallow,-1
3546,2021,3,7,-8.492753983,109.1464996,11.0,3.589325118,Afternoon,Minor,Shallow,-1
3549,2021,3,7,-8.384127617,109.0244522,29.0,3.55090323,Morning,Minor,Shallow,13
3550,2021,3,7,-7.118086338,105.3796692,10.0,3.981960009,Morning,Minor,Shallow,1
3551,2021,3,7,-7.841394901,107.2906799,25.0,4.091969055,Evening,Light,Shallow,4
3553,2021,3,7,-7.226395607,108.6660004,10.0,3.891057979,Afternoon,Minor,Shallow,-1
3555,2021,3,7,-8.958242416,112.123497,29.0,3.549934186,Afternoon,Minor,Shallow,-1
3557,2021,3,7,-8.991114616,109.8787155,10.0,3.609837509,Dawn,Minor,Shallow,12
3558,2021,3,7,-7.925877571,107.288826,26.0,3.701860845,Morning,Minor,Shallow,4
3559,2021,3,7,-8.992009163,111.4272995,61.0,4.759620573,Afternoon,Light,Shallow,16
3560,2021,3,7,-8.884512901,111.4402924,10.0,3.815404524,Morning,Minor,Shallow,16
3561,2021,3,7,-8.884056091,110.1141052,10.0,3.884433317,Morning,Minor,Shallow,-1
3563,2021,3,7,-8.423312187,109.6097412,41.0,3.542724083,Evening,Minor,Shallow,-1
3564,2021,3,7,-8.911027908,111.4451904,10.0,3.727707705,Afternoon,Minor,Shallow,16
3568,2021,3,8,-7.525609016,105.9722977,10.0,3.629992099,Afternoon,Minor,Shallow,3
3572,2021,3,8,-7.838213444,107.2618713,27.0,4.148318607,Afternoon,Light,Shallow,4
3573,2021,3,8,-7.873494625,107.2617798,25.0,4.083179173,Afternoon,Light,Shallow,4
3575,2021,3,8,-7.854103565,107.2767029,23.0,4.080263663,Morning,Light,Shallow,4
3576,2021,3,8,-8.841462135,111.3002777,10.0,3.722321877,Dawn,Minor,Shallow,16
3577,2021,3,8,-8.330057144,109.0064316,66.0,4.883010256,Afternoon,Light,Shallow,13
3582,2021,3,8,-8.954965591,109.8677139,10.0,4.525294763,Morning,Light,Shallow,12
3586,2021,3,8,-7.438951015,106.1158371,33.0,3.661285641,Night,Minor,Shallow,3
3589,2021,3,8,-8.34720993,107.600914,10.0,4.4451932,Dawn,Light,Shallow,28
3598,2021,3,8,-8.279571533,107.6023026,10.0,4.728380838,Evening,Light,Shallow,18
3599,2021,3,8,-7.381753922,113.188118,10.0,6.469040206,Dawn,Strong,Shallow,-1
3601,2021,3,8,-7.804138184,106.4990311,10.0,3.593376867,Morning,Minor,Shallow,6
3603,2021,3,8,-8.446512222,108.4574814,11.0,3.62668457,Morning,Minor,Shallow,10
3608,2021,3,9,-8.952731133,113.0278778,20.0,3.641298355,Afternoon,Minor,Shallow,27
3609,2021,3,9,-8.966389656,111.2523575,10.0,3.58154999,Night,Minor,Shallow,16
3613,2021,3,9,-7.358799458,106.1447296,28.0,3.773896208,Morning,Minor,Shallow,3
3620,2021,3,9,-8.096387863,107.2024078,12.0,3.601467829,Afternoon,Minor,Shallow,7
3621,2021,3,9,-8.149875641,107.9063721,16.0,4.411983751,Morning,Light,Shallow,2
3622,2021,3,9,-7.110857487,105.513176,10.0,4.093269662,Morning,Light,Shallow,1
3623,2021,3,9,-7.700850487,106.5947647,20.0,3.602073311,Afternoon,Minor,Shallow,6
3624,2021,3,9,-6.155764103,111.618042,10.0,5.508127344,Afternoon,Moderate,Shallow,-1
3625,2021,3,9,-8.413739204,108.9429092,20.0,3.647875038,Night,Minor,Shallow,13
3626,2021,3,9,-7.003344536,105.3560181,14.0,3.89806726,Evening,Minor,Shallow,1
3627,2021,3,9,-7.519901276,106.7609482,44.0,4.979923143,Evening,Light,Shallow,6
3633,2021,3,9,-8.102560043,107.8980331,20.0,3.713460147,Night,Minor,Shallow,2
3634,2021,3,9,-7.140376091,106.1260223,24.0,3.528438723,Morning,Minor,Shallow,3
3635,2021,3,9,-8.176025391,107.9271545,13.0,3.979108871,Afternoon,Minor,Shallow,2
3640,2021,3,9,-7.082163811,109.8404846,10.0,3.751775119,Dawn,Minor,Shallow,-1
3642,2021,3,9,-8.628405571,110.1401672,20.0,4.440676917,Dawn,Light,Shallow,31
3649,2021,4,10,-7.537824154,106.6946487,29.0,3.854825931,Night,Minor,Shallow,6
3650,2021,4,10,-8.146401405,107.3226624,13.0,4.776435092,Morning,Light,Shallow,7
3666,2021,4,10,-7.791908741,107.307312,28.0,3.881416922,Evening,Minor,Shallow,4
3668,2021,4,10,-7.205122471,105.3921509,10.0,3.997184987,Afternoon,Minor,Shallow,1
3669,2021,4,10,-8.975031853,110.9447479,54.0,4.515620165,Dawn,Light,Shallow,19
3673,2021,4,10,-8.134584427,107.87117,22.0,3.535363678,Morning,Minor,Shallow,2
3699,2021,4,10,-7.303890705,110.4165955,10.0,3.515771797,Evening,Minor,Shallow,-1
3707,2021,4,10,-8.907921791,110.9015961,10.0,4.616485603,Dawn,Light,Shallow,19
3712,2021,4,10,-7.531396866,106.7028656,27.0,4.506718179,Evening,Light,Shallow,6
3723,2021,4,11,-8.884417534,112.5053406,32.0,3.938733197,Morning,Minor,Shallow,8
3728,2021,4,11,-8.046300888,107.2987747,10.0,3.596664626,Night,Minor,Shallow,7
3729,2021,4,11,-7.116437912,112.3373032,68.0,5.698094134,Morning,Moderate,Shallow,-1
3731,2021,4,11,-7.606293678,105.7641144,45.0,4.868334607,Night,Light,Shallow,-1
3732,2021,4,11,-8.306553841,107.2223892,20.0,3.784820448,Dawn,Minor,Shallow,-1
3734,2021,4,11,-8.734251022,110.3653259,10.0,3.579849226,Morning,Minor,Shallow,11
3737,2021,4,11,-8.982069969,109.8844604,10.0,3.800621208,Afternoon,Minor,Shallow,12
3738,2021,4,11,-8.680829048,108.0674515,10.0,3.799772626,Night,Minor,Shallow,-1
3747,2021,4,11,-8.254555702,107.7153397,12.0,3.56882032,Night,Minor,Shallow,2
3753,2021,4,11,-7.807494164,106.58255,10.0,3.946731908,Morning,Minor,Shallow,6
3758,2021,4,11,-7.224920273,105.544487,10.0,3.980975533,Dawn,Minor,Shallow,-1
3760,2021,4,11,-6.529400349,107.3799591,3.0,3.657089566,Evening,Minor,Shallow,-1
3761,2021,4,11,-8.556966782,109.7675934,20.0,3.947919427,Evening,Minor,Shallow,29
3762,2021,4,12,-7.216941357,107.6671371,9.0,3.912759077,Night,Minor,Shallow,9
3766,2021,4,12,-7.315422535,106.0868912,22.0,4.157303196,Dawn,Light,Shallow,3
3767,2021,4,12,-8.378222466,107.8805923,10.0,3.624446453,Afternoon,Minor,Shallow,2
3774,2021,4,12,-8.991232872,110.3075333,10.0,3.87445851,Dawn,Minor,Shallow,11
3779,2021,4,12,-7.438473701,106.0787506,27.0,3.529868821,Night,Minor,Shallow,3
3788,2021,4,12,-8.600106239,113.4704895,10.0,5.282913218,Evening,Moderate,Shallow,-1
3790,2021,4,12,-8.830961227,110.3293533,10.0,3.575106732,Morning,Minor,Shallow,11
3791,2021,4,12,-8.878371239,110.9375916,10.0,3.870272593,Morning,Minor,Shallow,19
3792,2021,4,12,-8.593327522,109.7176361,11.0,3.940088746,Evening,Minor,Shallow,29
3801,2021,4,12,-7.021589756,105.3999557,11.0,4.804654006,Morning,Light,Shallow,1
3803,2021,4,12,-8.186434746,107.9133301,23.0,3.599340931,Evening,Minor,Shallow,2
3807,2021,4,12,-7.740869045,106.9130859,19.0,4.265595796,Evening,Light,Shallow,14
3809,2022,1,1,-7.210057259,105.4571457,10.0,3.550814675,Dawn,Minor,Shallow,1
3811,2022,1,1,-7.156923771,105.4648056,10.0,3.891183543,Evening,Minor,Shallow,1
3815,2022,1,1,-7.527466774,106.0402832,10.0,3.581839287,Morning,Minor,Shallow,3
3819,2022,1,1,-7.219363689,105.425499,10.0,4.292615358,Afternoon,Light,Shallow,1
3820,2022,1,1,-8.246340752,107.8579025,20.0,4.238244279,Morning,Light,Shallow,2
3828,2022,1,1,-7.232160091,105.9128036,31.0,3.5266871,Afternoon,Minor,Shallow,3
3835,2022,1,1,-7.056485653,105.2673721,10.0,4.816872126,Evening,Light,Shallow,1
3837,2022,1,1,-7.247255325,112.9430008,10.0,4.067807943,Morning,Light,Shallow,-1
3838,2022,1,1,-7.000191689,105.312912,15.0,3.812275332,Morning,Minor,Shallow,1
3839,2022,1,1,-7.484628677,105.8622589,50.0,5.224525224,Night,Moderate,Shallow,3
3840,2022,1,1,-7.465238094,106.0106812,13.0,4.122872739,Night,Light,Shallow,3
3844,2022,1,1,-7.469519615,105.9572144,10.0,3.903261553,Night,Minor,Shallow,3
3845,2022,1,1,-7.736458778,106.8956833,24.0,3.695089706,Evening,Minor,Shallow,14
3846,2022,1,1,-7.195663452,106.5689392,58.0,3.754389395,Night,Minor,Shallow,-1
3848,2022,1,1,-7.121865749,105.3351593,10.0,3.844603917,Dawn,Minor,Shallow,1
3851,2022,1,1,-7.475614548,107.2981415,10.0,3.937764057,Morning,Minor,Shallow,-1
3855,2022,1,1,-8.797080994,108.1109924,37.0,4.715974178,Afternoon,Light,Shallow,-1
3859,2022,1,1,-8.602060318,112.2203979,16.0,3.798429914,Morning,Minor,Shallow,-1
3863,2022,1,2,-8.114245415,107.9220352,31.0,4.406187824,Dawn,Light,Shallow,2
3865,2022,1,2,-7.635698795,105.949646,28.0,3.98245146,Afternoon,Minor,Shallow,3
3868,2022,1,2,-8.577919006,107.9053345,23.0,3.998666648,Night,Minor,Shallow,-1
3870,2022,1,2,-7.392263889,105.8764191,62.0,5.203588968,Morning,Moderate,Shallow,3
3887,2022,1,2,-7.575447559,106.716835,32.0,3.964155618,Morning,Minor,Shallow,6
3889,2022,1,2,-8.840849876,110.3169708,10.0,3.666656696,Evening,Minor,Shallow,11
3890,2022,1,2,-8.011973381,107.0427704,10.0,3.508580329,Dawn,Minor,Shallow,14
3896,2022,1,2,-8.744587898,109.3034973,10.0,4.60258127,Morning,Light,Shallow,-1
