,year,quarter,month,latitude,longitude,depth,magnitude,dayPeriod,earthquakeCategory,depthCategory,cluster
887,2016,4,12,-7.151908398,106.2824936,61.0,3.631959619,Evening,Minor,Shallow,-1
891,2016,4,12,-7.869562149,106.5149765,10.0,3.596540121,Morning,Minor,Shallow,6
895,2017,1,1,-8.96102047,110.0045547,10.0,4.03182501,Dawn,Light,Shallow,-1
896,2017,1,1,-8.945748329,108.7271042,26.0,5.322558069,Evening,Moderate,Shallow,-1
898,2017,1,1,-8.178798676,108.2799072,31.0,4.041923253,Morning,Light,Shallow,17
900,2017,1,1,-8.502126694,108.8908157,11.0,3.884713664,Evening,Minor,Shallow,13
909,2017,1,1,-7.944921017,107.052269,30.0,3.707176037,Morning,Minor,Shallow,14
910,2017,1,1,-7.991484642,110.3662643,10.0,3.977010636,Afternoon,Minor,Shallow,-1
911,2017,1,1,-8.214237213,107.3775711,10.0,3.643272601,Dawn,Minor,Shallow,7
916,2017,1,1,-8.987763405,110.1858673,67.0,3.813199398,Afternoon,Minor,Shallow,11
917,2017,1,1,-8.351186752,107.9071808,19.0,3.779210217,Evening,Minor,Shallow,2
918,2017,1,1,-7.807741642,107.2940826,19.0,4.003360266,Dawn,Light,Shallow,4
925,2017,1,1,-7.62755537,106.6290283,21.0,3.889682902,Afternoon,Minor,Shallow,6
928,2017,1,2,-7.452833652,106.1445618,13.0,4.057244962,Night,Light,Shallow,3
933,2017,1,2,-7.61798048,105.9520111,10.0,3.595493249,Dawn,Minor,Shallow,3
934,2017,1,2,-8.607170105,110.6673126,50.0,3.520871209,Morning,Minor,Shallow,-1
937,2017,1,2,-6.955210686,106.8319016,10.0,3.841816091,Evening,Minor,Shallow,-1
938,2017,1,2,-7.717948437,107.2806244,61.0,5.208727879,Evening,Moderate,Shallow,4
944,2017,1,2,-7.169956207,113.1427689,10.0,4.848784867666667,Morning,Great,Shallow,-1
946,2017,1,2,-7.660509586,106.5222549,26.0,3.591117746,Dawn,Minor,Shallow,6
961,2017,1,3,-7.739896297,106.8983459,16.0,4.176562879,Evening,Light,Shallow,14
967,2017,1,3,-7.142570019,105.3921814,45.0,4.367321416,Afternoon,Light,Shallow,1
969,2017,1,3,-7.12206459,106.0777512,10.0,4.06999035,Afternoon,Light,Shallow,3
973,2017,1,3,-7.71653986,106.6008224,16.0,4.41873034,Night,Light,Shallow,6
982,2017,1,3,-8.164848328,107.8902283,43.0,3.797097543833333,Afternoon,Great,Shallow,2
983,2017,1,3,-8.108482361,107.8615952,13.0,3.637231038,Evening,Minor,Shallow,2
989,2017,1,3,-8.118894577,107.8641891,62.0,3.6460767673333336,Afternoon,Great,Shallow,2
992,2017,1,3,-8.091147423,107.924942,18.0,4.128877674,Night,Light,Shallow,2
995,2017,1,3,-7.874958992,107.0947342,24.0,3.967643518,Night,Minor,Shallow,14
996,2017,1,3,-8.431388855,108.8279953,25.0,4.050538281,Evening,Light,Shallow,13
999,2017,2,4,-8.171741486,107.5776138,53.0,4.057475815,Night,Light,Shallow,18
1000,2017,2,4,-8.35578537,108.8564072,38.0,3.839527329,Afternoon,Minor,Shallow,13
1005,2017,2,4,-8.458405495,108.8890305,23.0,3.500561911,Night,Minor,Shallow,13
1011,2017,2,4,-7.10877037,106.7419815,10.0,4.267758082,Afternoon,Light,Shallow,-1
1013,2017,2,4,-8.146473885,112.5791168,10.0,3.895603023,Morning,Minor,Shallow,-1
1016,2017,2,4,-7.137153149,106.1948166,60.0,3.570927348,Morning,Minor,Shallow,-1
1023,2017,2,4,-8.595179558,108.4583664,54.0,3.804560175,Morning,Minor,Shallow,10
1026,2017,2,4,-8.454294205,107.8604584,19.0,3.938468314,Night,Minor,Shallow,2
1028,2017,2,4,-7.080354691,105.3929062,20.0,4.414174501,Evening,Light,Shallow,1
1029,2017,2,4,-8.074593544,107.8342438,63.0,5.074082248,Evening,Moderate,Shallow,2
1033,2017,2,4,-7.258707047,105.9677505,63.0,4.087850037,Afternoon,Light,Shallow,3
1034,2017,2,4,-7.282968521,105.3625717,45.0,4.658559305,Afternoon,Light,Shallow,1
1035,2017,2,4,-8.764672279,112.4880524,62.0,4.287211815,Morning,Light,Shallow,8
1041,2017,2,5,-8.221283913,107.8265457,13.0,4.145430056,Morning,Light,Shallow,2
1042,2017,2,5,-8.252695084,107.8633957,22.0,4.049104152,Morning,Light,Shallow,2
1043,2017,2,5,-7.917580128,107.2209244,23.0,4.103071352,Afternoon,Light,Shallow,4
1045,2017,2,5,-7.161399841,106.1953354,18.0,3.566813745,Afternoon,Minor,Shallow,-1
1047,2017,2,5,-8.207248688,107.8629913,16.0,3.7295265218333333,Evening,Great,Shallow,2
1048,2017,2,5,-8.879012108,109.950386,10.0,3.815279596,Evening,Minor,Shallow,-1
1051,2017,2,5,-8.242676735,107.9710388,30.0,3.613039044,Afternoon,Minor,Shallow,2
1052,2017,2,5,-6.684481144,106.0862656,66.0,3.609783408,Evening,Minor,Shallow,-1
1057,2017,2,5,-8.267614365,107.8554764,11.0,3.546449423,Morning,Minor,Shallow,2
1064,2017,2,5,-8.765134811,110.7187881,50.0,4.085319648,Evening,Light,Shallow,-1
1067,2017,2,5,-8.222853661,108.2673874,37.0,3.980710831,Evening,Minor,Shallow,17
1069,2017,2,5,-8.668750763,107.6878586,10.0,3.946749712,Dawn,Minor,Shallow,-1
1072,2017,2,5,-8.146288872,107.2583313,18.0,4.218101008,Night,Light,Shallow,7
1075,2017,2,6,-8.548623085,108.6445999,55.0,3.729131821,Afternoon,Minor,Shallow,10
1076,2017,2,6,-8.177709579,107.8915939,16.0,3.874487409,Dawn,Minor,Shallow,2
1080,2017,2,6,-8.191835403,107.8983994,55.0,4.064355967,Dawn,Light,Shallow,2
1081,2017,2,6,-8.08098793,107.6678543,23.0,4.098462106,Evening,Light,Shallow,-1
1089,2017,2,6,-7.884747982,107.2700119,28.0,3.944002059,Morning,Minor,Shallow,4
1094,2017,2,6,-8.16884613,107.2807693,21.0,3.725170023,Dawn,Minor,Shallow,7
1098,2017,2,6,-8.467144012,108.9842606,15.0,3.617348301,Evening,Minor,Shallow,13
1099,2017,2,6,-8.27206707,108.2408066,14.0,4.370315557,Dawn,Light,Shallow,17
1104,2017,2,6,-7.851479053,107.2733612,32.0,3.623707093,Morning,Minor,Shallow,4
1108,2017,3,7,-7.507256985,105.8705139,57.0,3.6774907916666666,Evening,Great,Shallow,3
1111,2017,3,7,-8.221056938,107.8097305,10.0,4.807050452,Afternoon,Light,Shallow,2
1112,2017,3,7,-8.805602074,113.359848,10.0,3.825090978,Night,Minor,Shallow,-1
1113,2017,3,7,-8.939352989,113.1112442,5.0,4.544880631,Afternoon,Light,Shallow,27
1114,2017,3,7,-8.137043953,107.2162476,13.0,4.909613726,Morning,Light,Shallow,7
1117,2017,3,7,-8.713260651,110.5161667,21.0,4.325301189,Afternoon,Light,Shallow,-1
1120,2017,3,7,-8.754120827,108.1261444,10.0,3.874180325,Morning,Minor,Shallow,-1
1121,2017,3,7,-8.032691002,107.151413,22.0,3.5517528,Morning,Minor,Shallow,-1
1126,2017,3,7,-7.191596031,107.7545547,17.0,4.205613127,Dawn,Light,Shallow,9
1128,2017,3,7,-8.95300293,111.2896729,26.0,4.040181427,Night,Light,Shallow,16
1129,2017,3,7,-8.885807991,112.5217819,22.0,4.040398014,Afternoon,Light,Shallow,8
1131,2017,3,7,-8.487131119,108.6653976,63.0,4.834291179,Night,Light,Shallow,10
1134,2017,3,7,-7.686283112,105.8935471,10.0,3.624683105,Dawn,Minor,Shallow,3
1136,2017,3,7,-6.820619583,112.4988861,10.0,3.5564159409999996,Afternoon,Great,Shallow,-1
1144,2017,3,8,-8.276688576,108.2590942,32.0,4.200498372,Night,Light,Shallow,17
1148,2017,3,8,-7.888864994,107.2975616,24.0,3.852031055,Night,Minor,Shallow,4
1149,2017,3,8,-7.083412647,105.5890579,22.0,3.506711777,Morning,Minor,Shallow,20
1151,2017,3,8,-8.279200554,107.8386459,17.0,3.67533574,Morning,Minor,Shallow,2
1152,2017,3,8,-8.373993874,107.8597183,24.0,3.707053133,Dawn,Minor,Shallow,2
1159,2017,3,8,-8.42346859,108.940918,63.0,3.919313814,Morning,Minor,Shallow,13
1163,2017,3,8,-8.958321571,112.8126602,13.0,3.830210012,Afternoon,Minor,Shallow,-1
1166,2017,3,8,-8.851685524,110.2254486,10.0,3.590066364,Afternoon,Minor,Shallow,11
1167,2017,3,8,-8.518305779,107.1782837,10.0,3.513106249,Evening,Minor,Shallow,-1
1168,2017,3,8,-7.829617977,107.2569504,25.0,3.569578824,Dawn,Minor,Shallow,4
1169,2017,3,8,-8.524456024,108.4923248,10.0,3.946507508,Night,Minor,Shallow,10
1172,2017,3,8,-7.344110966,107.5954742,10.0,3.7606042,Morning,Minor,Shallow,0
1173,2017,3,8,-7.456121922,106.0821991,10.0,3.960405312,Evening,Minor,Shallow,3
1181,2017,3,8,-8.327098846,107.8571091,10.0,3.513821679,Morning,Minor,Shallow,2
1189,2017,3,9,-8.214864731,107.1497345,10.0,4.100226757,Afternoon,Light,Shallow,7
1191,2017,3,9,-7.311021328,105.0213394,10.0,3.681615576,Dawn,Minor,Shallow,-1
1194,2017,3,9,-8.725083351,109.7551346,58.0,3.845726606,Dawn,Minor,Shallow,-1
1198,2017,3,9,-7.676748753,106.211792,67.0,3.654879645,Evening,Minor,Shallow,3
1200,2017,3,9,-8.476080894,108.8418274,16.0,3.797616472,Night,Minor,Shallow,13
1203,2017,3,9,-7.898818493,107.2189331,26.0,3.925032116,Night,Minor,Shallow,4
1212,2017,3,9,-8.427958488,108.9654617,68.0,4.837217672,Dawn,Light,Shallow,13
1217,2017,3,9,-8.592308044,107.063324,10.0,3.944524805,Afternoon,Minor,Shallow,-1
1218,2017,3,9,-8.075649261,107.8924561,58.0,3.5848328495,Evening,Great,Shallow,2
1219,2017,3,9,-8.528274536,107.0660248,10.0,4.747305806,Morning,Light,Shallow,-1
1225,2017,4,10,-7.860091209,107.2462387,28.0,3.911422339,Evening,Minor,Shallow,4
1226,2017,4,10,-8.476038933,108.5613174,54.0,3.552655327,Night,Minor,Shallow,10
1232,2017,4,10,-8.116918564,107.8888016,32.0,3.521654107,Evening,Minor,Shallow,2
1233,2017,4,10,-8.817298889,111.2401276,30.0,3.533579504,Morning,Minor,Shallow,16
1236,2017,4,10,-7.358522892,106.6052399,62.0,4.595191118,Afternoon,Light,Shallow,-1
1237,2017,4,10,-7.821604729,107.1540756,32.0,3.955390718,Dawn,Minor,Shallow,4
1241,2017,4,10,-8.178250313,107.8786545,19.0,4.473833256,Afternoon,Light,Shallow,2
1248,2017,4,10,-7.021763325,111.946579,10.0,3.960309353,Dawn,Minor,Shallow,-1
1252,2017,4,10,-8.137827873,107.8724823,28.0,4.652582299,Afternoon,Light,Shallow,2
1256,2017,4,10,-8.377152443,109.00103,28.0,4.35229313,Night,Light,Shallow,13
1257,2017,4,10,-8.442396164,110.7537003,12.0,3.742784866,Night,Minor,Shallow,-1
1262,2017,4,11,-8.224298477,107.2878952,50.0,4.980861515,Dawn,Light,Shallow,7
1273,2017,4,11,-7.092932701,105.3031082,17.0,3.555808766,Evening,Minor,Shallow,1
1278,2017,4,11,-8.161934853,107.8751831,18.0,4.180388977,Morning,Light,Shallow,2
1279,2017,4,11,-8.219524384,107.1887054,20.0,3.9348277,Dawn,Minor,Shallow,7
1280,2017,4,11,-8.17431736,107.3388062,10.0,3.572723628,Evening,Minor,Shallow,7
1284,2017,4,11,-7.587934494,106.5660934,41.0,3.63597458,Dawn,Minor,Shallow,6
1285,2017,4,11,-6.761954784,106.6374664,10.0,3.634333202,Evening,Minor,Shallow,23
1286,2017,4,11,-8.511723518,108.4711609,11.0,3.905511961,Morning,Minor,Shallow,10
1287,2017,4,11,-7.61844635,106.6105804,14.0,3.718109164,Dawn,Minor,Shallow,6
1289,2017,4,11,-8.251669884,107.4850311,10.0,3.9039148,Evening,Minor,Shallow,7
1291,2017,4,12,-7.652779102,105.9245071,10.0,4.071234075,Afternoon,Light,Shallow,3
1292,2017,4,12,-8.503214836,108.7135162,28.0,4.170100081,Afternoon,Light,Shallow,10
1294,2017,4,12,-8.318292618,108.3142929,30.0,3.617575751,Night,Minor,Shallow,-1
1295,2017,4,12,-8.199196815,107.8461304,12.0,3.673468618,Evening,Minor,Shallow,2
1298,2017,4,12,-8.123153687,107.8802261,24.0,3.637407668,Night,Minor,Shallow,2
1299,2017,4,12,-8.293701172,107.8830643,10.0,3.746140702,Dawn,Minor,Shallow,2
1300,2017,4,12,-8.312280655,107.8484268,10.0,4.023785162,Morning,Light,Shallow,2
1301,2017,4,12,-8.234548569,107.8391724,12.0,3.678898513,Morning,Minor,Shallow,2
1304,2017,4,12,-8.934140205,111.3995132,10.0,3.500071715,Morning,Minor,Shallow,16
1307,2017,4,12,-7.42334938,106.6120529,45.0,4.629476878,Afternoon,Light,Shallow,-1
1310,2017,4,12,-8.151257515,108.0397644,65.0,3.631689467,Afternoon,Minor,Shallow,-1
1326,2017,4,12,-8.098144531,108.0365295,61.0,3.5795818345000003,Dawn,Great,Shallow,-1
1327,2017,4,12,-8.600404739,110.270256,10.0,3.776431446,Morning,Minor,Shallow,-1
1331,2017,4,12,-7.898680687,107.2470627,28.0,3.783995484,Afternoon,Minor,Shallow,4
1336,2017,4,12,-7.758238792,106.4352875,12.0,4.536806533,Afternoon,Light,Shallow,6
1339,2017,4,12,-7.992485046,105.0592422,12.0,3.842745007,Morning,Minor,Shallow,-1
1346,2017,4,12,-8.205196381,107.0484467,10.0,4.482781189,Afternoon,Light,Shallow,-1
1353,2018,1,1,-8.796729088,111.0690231,10.0,3.542826765,Afternoon,Minor,Shallow,16
1354,2018,1,1,-8.953677177,110.4149094,30.0,3.856489419,Morning,Minor,Shallow,24
1355,2018,1,1,-8.425629616,107.5678101,11.0,3.941489997,Morning,Minor,Shallow,28
1356,2018,1,1,-8.458062172,108.4441605,21.0,3.663074067,Morning,Minor,Shallow,10
1358,2018,1,1,-7.043165684,105.7493591,48.0,3.783404577,Dawn,Minor,Shallow,-1
1360,2018,1,1,-8.908902168,109.1092148,26.0,4.486387176,Afternoon,Light,Shallow,-1
1363,2018,1,1,-7.852954388,107.2990875,27.0,3.661885686,Afternoon,Minor,Shallow,4
1376,2018,1,1,-7.970858097,106.5784225,10.0,3.59973808,Morning,Minor,Shallow,6
1379,2018,1,1,-7.25764513,106.2575836,20.0,4.398692293,Morning,Light,Shallow,-1
1380,2018,1,1,-7.155687332,106.0916977,23.0,4.03417275,Morning,Light,Shallow,3
1381,2018,1,1,-7.131346703,106.1183167,29.0,3.685835264,Morning,Minor,Shallow,3
1383,2018,1,1,-7.206905842,106.0774307,19.0,4.092828304,Morning,Light,Shallow,3
1384,2018,1,1,-7.162274361,106.012146,20.0,4.271143852,Morning,Light,Shallow,3
1385,2018,1,1,-7.109011173,106.0749741,28.0,3.547010461,Morning,Minor,Shallow,3
1393,2018,1,1,-7.19428587,105.9792786,19.0,3.798537359,Morning,Minor,Shallow,3
1394,2018,1,1,-7.199986458,106.1091537,32.0,4.830049239,Morning,Light,Shallow,3
1395,2018,1,1,-7.221432686,106.1236038,27.0,4.309246593,Morning,Light,Shallow,3
1400,2018,1,1,-7.233699322,106.0858002,28.0,4.014253492,Morning,Light,Shallow,3
1402,2018,1,1,-7.235302448,106.0897522,37.0,4.131781563,Morning,Light,Shallow,3
1404,2018,1,1,-7.26833725,106.0926895,32.0,3.716064086,Morning,Minor,Shallow,3
1405,2018,1,1,-8.972902298,111.1551971,10.0,4.388291965,Morning,Light,Shallow,16
1406,2018,1,1,-7.211627007,106.1239777,33.0,4.096758946,Morning,Light,Shallow,3
1407,2018,1,1,-7.224280834,106.0486755,29.0,3.562704397,Afternoon,Minor,Shallow,3
1409,2018,1,1,-7.212050438,106.0807343,41.0,4.226352258,Afternoon,Light,Shallow,3
1410,2018,1,1,-7.163531303,106.0502777,32.0,3.83397422,Afternoon,Minor,Shallow,3
1416,2018,1,1,-7.220718861,106.1073303,25.0,4.150108508,Afternoon,Light,Shallow,3
1420,2018,1,1,-7.155069351,106.0950699,21.0,3.623195228,Evening,Minor,Shallow,3
1422,2018,1,1,-7.210974216,106.0537109,39.0,3.50058131,Evening,Minor,Shallow,3
1423,2018,1,1,-7.175470829,106.0396271,31.0,3.654353726,Evening,Minor,Shallow,3
1425,2018,1,1,-7.230380535,105.9797974,11.0,4.041315536,Night,Light,Shallow,3
1426,2018,1,1,-7.213989735,105.9869461,46.0,4.851240048,Morning,Light,Shallow,3
1428,2018,1,1,-7.226279736,106.0778427,27.0,3.989853966,Afternoon,Minor,Shallow,3
1434,2018,1,1,-7.186397552,106.0478745,31.0,4.477649052,Dawn,Light,Shallow,3
1435,2018,1,1,-7.186733246,106.040863,33.0,4.306308212,Morning,Light,Shallow,3
1437,2018,1,1,-7.252923012,105.8983307,10.0,3.523048923,Afternoon,Minor,Shallow,3
1439,2018,1,1,-7.126395702,106.0600586,21.0,3.79381137,Dawn,Minor,Shallow,3
1447,2018,1,1,-7.937001705,106.9980392,28.0,3.515103531,Morning,Minor,Shallow,14
1450,2018,1,2,-7.804292202,106.4567108,14.0,3.990565355,Evening,Minor,Shallow,6
1453,2018,1,2,-7.25968647,105.9474411,10.0,4.513308242,Evening,Light,Shallow,3
1464,2018,1,2,-7.589854717,106.6848755,23.0,3.909692489,Evening,Minor,Shallow,6
1467,2018,1,2,-8.767377853,111.8069382,43.0,3.564596619,Afternoon,Minor,Shallow,-1
1471,2018,1,2,-8.923274994,110.3577347,10.0,3.621976042,Afternoon,Minor,Shallow,24
1472,2018,1,2,-7.167845726,105.962471,29.0,3.533192732,Night,Minor,Shallow,3
1473,2018,1,2,-8.728199005,111.6008301,17.0,3.70711421,Night,Minor,Shallow,-1
1479,2018,1,2,-8.340649605,108.1163788,24.0,3.578007202,Evening,Minor,Shallow,5
1480,2018,1,2,-7.175025463,106.8753281,10.0,3.518925693,Morning,Minor,Shallow,-1
1481,2018,1,2,-7.251069069,106.0639801,33.0,3.690437374,Evening,Minor,Shallow,3
1483,2018,1,2,-7.814946175,105.9321899,10.0,3.796061224,Night,Minor,Shallow,3
1486,2018,1,2,-7.810323238,105.8540802,10.0,5.092630442,Dawn,Moderate,Shallow,3
1488,2018,1,2,-7.724248409,106.3247604,64.0,3.84295822,Morning,Minor,Shallow,6
1489,2018,1,2,-7.867462158,106.4460449,49.0,5.029225875,Afternoon,Moderate,Shallow,6
1491,2018,1,2,-7.809691429,105.8621216,10.0,4.635526914,Afternoon,Light,Shallow,3
1492,2018,1,2,-7.752912521,105.9282608,30.0,3.923768202,Afternoon,Minor,Shallow,3
1493,2018,1,2,-8.887405396,111.4753723,29.0,3.501166057,Afternoon,Minor,Shallow,16
1494,2018,1,2,-8.844987869,110.9558563,48.0,5.00895468,Evening,Moderate,Shallow,19
1495,2018,1,2,-7.101141453,106.1687927,10.0,4.132541544,Evening,Light,Shallow,3
1497,2018,1,2,-7.616865158,106.6708984,10.0,4.499446599,Dawn,Light,Shallow,6
1501,2018,1,2,-8.912834167,110.9528732,10.0,3.753595205,Evening,Minor,Shallow,19
1506,2018,1,2,-7.158733845,106.1037674,32.0,3.785544881,Afternoon,Minor,Shallow,3
1507,2018,1,2,-7.893685818,106.5027313,10.0,3.787029845,Evening,Minor,Shallow,6
1508,2018,1,2,-8.953291893,112.7463379,30.0,3.523549341,Morning,Minor,Shallow,-1
1516,2018,1,2,-8.9858675,111.3014679,10.0,3.979558765,Morning,Minor,Shallow,16
1526,2018,1,2,-7.877006531,106.3277512,10.0,3.849327688,Evening,Minor,Shallow,-1
1528,2018,1,2,-7.446468353,106.0246277,10.0,4.592979972,Morning,Light,Shallow,3
1533,2018,1,2,-7.025784016,105.1658936,10.0,3.531023185,Evening,Minor,Shallow,-1
1543,2018,1,3,-7.947723866,112.0620651,10.0,4.077013281,Afternoon,Light,Shallow,-1
1549,2018,1,3,-7.498747826,105.388588,10.0,4.054891239,Morning,Light,Shallow,-1
1550,2018,1,3,-7.446949005,105.4294434,10.0,3.990571999,Morning,Minor,Shallow,-1
1553,2018,1,3,-7.511811256,106.0086441,10.0,4.344375726,Afternoon,Light,Shallow,3
1555,2018,1,3,-6.913198471,106.0980377,10.0,3.96492518,Morning,Minor,Shallow,-1
1556,2018,1,3,-8.911538124,110.7490158,17.0,3.818215377,Evening,Minor,Shallow,-1
1568,2018,1,3,-8.026927948,107.8373947,29.0,3.685594041,Morning,Minor,Shallow,2
1571,2018,1,3,-7.787731171,106.4217758,10.0,3.507118682,Afternoon,Minor,Shallow,6
1585,2018,1,3,-8.358120918,107.8137817,10.0,3.730045979,Evening,Minor,Shallow,2
1587,2018,1,3,-8.414355278,108.0430145,10.0,4.035361397,Afternoon,Light,Shallow,5
1589,2018,1,3,-7.348406792,106.0021286,40.0,5.182241055,Morning,Moderate,Shallow,3
1591,2018,1,3,-8.246612549,107.3631821,10.0,3.907415154,Morning,Minor,Shallow,7
1616,2018,2,4,-7.143196106,106.024826,28.0,3.550643295,Afternoon,Minor,Shallow,3
1617,2018,2,4,-8.583363533,108.4262238,18.0,3.951860727,Afternoon,Minor,Shallow,10
1627,2018,2,4,-7.857596874,106.624649,16.0,3.765687154,Afternoon,Minor,Shallow,6
1630,2018,2,4,-7.881541252,107.2842865,24.0,3.647286612,Afternoon,Minor,Shallow,4
1631,2018,2,4,-7.258241177,105.2301102,10.0,4.389176672,Afternoon,Light,Shallow,-1
1632,2018,2,4,-7.933508396,107.294548,20.0,3.859346507,Evening,Minor,Shallow,4
1638,2018,2,4,-8.17753315,107.196106,10.0,4.036140192,Evening,Light,Shallow,7
1642,2018,2,4,-7.421341896,105.2679214,43.0,4.086332345,Afternoon,Light,Shallow,-1
1649,2018,2,4,-7.799080849,106.5336838,17.0,3.669073463,Evening,Minor,Shallow,6
1655,2018,2,4,-7.21053648,109.6856995,10.0,3.502171679,Morning,Minor,Shallow,-1
1656,2018,2,4,-8.547123909,113.5730896,7.0,3.6444873923333336,Dawn,Great,Shallow,-1
1660,2018,2,4,-7.958432674,107.3731537,67.0,4.813597655,Evening,Light,Shallow,7
1667,2018,2,4,-8.112010002,107.2853928,56.0,4.704806634,Evening,Light,Shallow,7
1671,2018,2,4,-7.287900448,106.8500137,10.0,3.536904718,Evening,Minor,Shallow,-1
1672,2018,2,4,-7.870200634,107.2770767,24.0,3.635284771,Evening,Minor,Shallow,4
1673,2018,2,4,-7.993333817,107.3933487,49.0,4.130636314,Night,Light,Shallow,7
1676,2018,2,4,-8.238433838,107.8355408,11.0,4.224307519,Morning,Light,Shallow,2
1678,2018,2,4,-7.280292511,106.8421783,10.0,4.349527277,Evening,Light,Shallow,-1
1683,2018,2,4,-7.224440098,106.8729553,10.0,3.591503257,Evening,Minor,Shallow,-1
1695,2018,2,5,-7.196508408,105.2733459,10.0,4.251124951,Morning,Light,Shallow,1
1711,2018,2,5,-7.030578613,111.2890396,13.0,3.646130316,Morning,Minor,Shallow,-1
1720,2018,2,5,-8.978007317,112.6214066,10.0,3.520078032,Morning,Minor,Shallow,-1
1721,2018,2,5,-8.714409828,109.0051041,10.0,4.124773987,Morning,Light,Shallow,-1
1722,2018,2,5,-8.524777412,108.4671173,52.0,4.07002935,Afternoon,Light,Shallow,10
1726,2018,2,5,-7.935972691,107.2618484,24.0,3.610586706,Dawn,Minor,Shallow,4
1734,2018,2,5,-7.898766518,107.2756882,20.0,3.901129373,Night,Minor,Shallow,4
1736,2018,2,5,-8.045719147,107.215416,32.0,4.218056195,Morning,Light,Shallow,7
1738,2018,2,5,-7.176613808,106.8939056,10.0,4.363892502,Evening,Light,Shallow,-1
1742,2018,2,5,-8.946458817,110.2694016,42.0,3.517305264,Evening,Minor,Shallow,11
1743,2018,2,5,-8.44260788,108.1192093,10.0,4.664298306,Morning,Light,Shallow,5
1745,2018,2,5,-8.927657127,111.1783524,10.0,3.87337723,Afternoon,Minor,Shallow,16
1752,2018,2,6,-8.989155769,112.4732819,18.0,4.10846294,Evening,Light,Shallow,8
1753,2018,2,6,-8.946586609,112.4901199,24.0,4.006985107,Evening,Light,Shallow,8
1757,2018,2,6,-8.813623428,112.4511337,40.0,3.84117966,Morning,Minor,Shallow,8
1759,2018,2,6,-8.277347565,107.5870514,16.0,3.875490355,Afternoon,Minor,Shallow,18
1762,2018,2,6,-7.822226524,106.461937,12.0,4.235730247,Morning,Light,Shallow,6
1763,2018,2,6,-7.216237068,106.0305023,18.0,4.72868022,Night,Light,Shallow,3
1775,2018,2,6,-7.965105057,107.4612122,10.0,4.377743615,Morning,Light,Shallow,7
1776,2018,2,6,-7.801190853,107.1248093,32.0,3.592436872,Morning,Minor,Shallow,-1
1777,2018,2,6,-6.964819908,113.9045868,25.0,4.717570268,Afternoon,Light,Shallow,-1
1781,2018,2,6,-8.756427765,109.9369965,21.0,4.274648479,Afternoon,Light,Shallow,-1
1785,2018,2,6,-8.228583336,107.3648911,10.0,3.815624203,Night,Minor,Shallow,7
1786,2018,2,6,-8.932388306,110.2933502,10.0,4.167247689,Night,Light,Shallow,11
1789,2018,2,6,-7.697193146,105.9038391,10.0,3.533207901,Morning,Minor,Shallow,3
1795,2018,2,6,-6.731219292,106.5909958,10.0,3.599510641,Afternoon,Minor,Shallow,23
1815,2018,2,6,-7.750077724,105.957077,10.0,3.916732512,Dawn,Minor,Shallow,3
1819,2018,2,6,-8.824839592,110.2622681,27.0,4.256943812,Morning,Light,Shallow,11
1823,2018,2,6,-8.401157379,108.762001,35.0,3.666557924,Morning,Minor,Shallow,-1
1824,2018,2,6,-7.608343601,106.4796677,51.0,3.957002053,Evening,Minor,Shallow,6
1827,2018,2,6,-8.922418594,108.3020935,24.0,3.575193671,Evening,Minor,Shallow,-1
1828,2018,2,6,-8.032578468,107.8852997,19.0,3.66156399,Evening,Minor,Shallow,2
1830,2018,3,7,-8.6948452,108.6293411,38.0,3.68990102,Night,Minor,Shallow,-1
1833,2018,3,7,-7.276238918,107.7148972,10.0,3.865944719,Evening,Minor,Shallow,9
1834,2018,3,7,-8.934407234,112.6839066,34.0,3.78021641,Evening,Minor,Shallow,-1
1838,2018,3,7,-6.903019428,106.4345856,10.0,4.428522081,Dawn,Light,Shallow,25
1839,2018,3,7,-6.910066605,106.4256439,10.0,4.130949578,Dawn,Light,Shallow,25
1842,2018,3,7,-6.915261269,106.4298706,10.0,4.567886975,Dawn,Light,Shallow,25
1843,2018,3,7,-6.907040596,106.4048462,10.0,3.7184993736666665,Dawn,Great,Shallow,25
1844,2018,3,7,-6.919997692,106.3501053,10.0,3.901105753,Dawn,Minor,Shallow,25
1847,2018,3,7,-6.904340267,106.4173965,12.0,3.591761267,Dawn,Minor,Shallow,25
1877,2018,3,7,-6.896858692,106.4440613,10.0,3.535922314,Evening,Minor,Shallow,25
1884,2018,3,7,-8.183679581,107.3156128,11.0,3.745370462,Dawn,Minor,Shallow,7
1885,2018,3,7,-6.856408596,106.4932785,10.0,3.715186888,Evening,Minor,Shallow,25
1886,2018,3,7,-6.964454174,106.3547821,10.0,4.718220251,Morning,Light,Shallow,26
1889,2018,3,7,-8.241744041,107.6238327,10.0,4.680852119,Afternoon,Light,Shallow,18
1892,2018,3,7,-8.9246912,111.1318512,10.0,4.408822196,Morning,Light,Shallow,16
1899,2018,3,7,-8.921563148,113.0555191,16.0,3.720104821,Morning,Minor,Shallow,27
1900,2018,3,7,-7.990830421,107.419014,17.0,4.176437929,Morning,Light,Shallow,7
1904,2018,3,7,-8.387322426,107.696701,46.0,4.471978738,Evening,Light,Shallow,-1
1910,2018,3,7,-8.344361305,108.4235535,52.0,3.600650047,Evening,Minor,Shallow,-1
