longitude,latitude,magnitude,depth,year,area,cluster
105.7097855,-7.59469223,3.766431311,10.0,2015,1,-1
112.3975067,-8.874850273,3.762230682,45.0,2015,3,9
110.5226364,-7.999565601,3.794369361,10.0,2015,10,-1
110.9139404,-6.370408535,5.020627316,14.0,2015,4,-1
105.3024673,-7.118697166,3.757635629,10.0,2015,16,1
105.5801163,-7.043156624,3.901477388,10.0,2015,16,20
109.4458389,-8.39851284,4.389141483,36.0,2015,6,-1
109.7920227,-8.684808731,4.977078935,51.0,2015,17,-1
107.5557022,-8.411313057,4.45846189,10.0,2015,2,28
106.8944244,-7.765872478,4.267669102,22.0,2015,11,15
107.0452805,-8.046742439,3.699981104,10.0,2015,8,15
107.2532959,-8.138549805,5.870134988,56.0,2015,2,8
106.537384,-7.838332176,3.591529762,10.0,2015,11,7
107.3619385,-8.29970932,3.516471717,10.0,2015,2,8
105.4741135,-7.081380367,3.549560785,25.0,2015,16,-1
111.2610245,-8.96407032,4.460152515,26.0,2015,7,16
105.5257263,-7.217413902,4.567792183,47.0,2015,16,-1
105.5203247,-7.346394539,4.424186877,44.0,2015,16,-1
105.516861,-7.493596554,3.816953489,10.0,2015,1,-1
105.647644,-7.03946209,3.599388054,31.0,2015,16,20
106.1045151,-7.825517178,4.35844362,11.0,2015,1,-1
106.0767822,-7.887017727,4.048304305,10.0,2015,1,-1
107.2528992,-7.931201935,3.628324668,14.0,2015,8,5
112.7167053,-8.486177444,3.791957614,10.0,2015,3,-1
106.0507431,-7.76133585,3.891821742,10.0,2015,1,4
110.3524628,-8.851261139,4.232707783,21.0,2015,0,12
109.0425797,-8.388892174,3.682994008,51.0,2015,6,14
105.2269897,-7.199650288,4.364540751,15.0,2015,16,1
107.1179123,-8.180524826,4.372426646,10.0,2015,2,8
113.2616959,-8.425102234,4.038832052,10.0,2015,3,-1
107.0111237,-8.486623764,5.451605213,52.0,2015,2,-1
107.9061661,-8.395967484,4.336412507,31.0,2015,22,2
107.3052979,-8.180463791,3.811508959,18.0,2015,2,8
109.8180084,-8.583423615,3.602501459,26.0,2015,17,29
107.2601089,-8.211543083,3.726884622,10.0,2015,2,8
109.5664062,-8.673288345,3.524032498,10.0,2015,17,-1
107.3885117,-7.909268379,3.608403428,37.0,2016,8,8
106.6128082,-7.519201756,4.666479775,68.0,2016,11,-1
110.0281219,-8.903044701,3.505335411,10.0,2016,0,-1
110.487114,-7.997507095,3.591045636,12.0,2016,10,-1
112.613945,-8.325294495,3.680343044,10.0,2016,3,-1
111.2283783,-8.876454353,3.565764761,17.0,2016,7,16
108.0662994,-8.522215843,4.322773574,12.0,2016,22,-1
107.4077072,-7.969470978,3.604852058,48.0,2016,8,8
111.2784653,-8.765338898,3.708535683,41.0,2016,7,16
107.8494034,-8.126466751,3.549107178,19.0,2016,20,2
112.490036,-8.814783096,3.588892355,40.0,2016,3,9
111.7988205,-7.410321236,3.669655472,10.0,2016,18,-1
105.9635391,-7.676790237,4.210128979,10.0,2016,1,4
107.8793945,-8.138305664,3.892120947,19.0,2016,20,2
106.4442902,-7.756982327,3.667732656,10.0,2016,11,7
106.8766022,-7.779058933,4.257541088,36.0,2016,11,15
105.2956619,-7.2086339,3.987197546,38.0,2016,16,1
107.7127457,-7.35503149,4.156675087,10.0,2016,15,10
107.1575012,-8.524402618,3.768725218,10.0,2016,2,-1
111.4658356,-8.890767097,3.6779296078000003,61.0,2016,7,16
109.0084534,-8.413733482,4.393845742,15.0,2016,6,14
108.1717758,-8.803254128,4.103269098,10.0,2016,14,-1
107.3740234,-8.131251335,4.654954393,10.0,2016,2,8
106.04245,-7.697632313,3.63510808,10.0,2016,1,4
106.4596329,-7.900116444,4.340530453,10.0,2016,11,7
111.4385071,-8.932871819,3.643228319,10.0,2016,7,16
111.4230118,-8.899641991,4.269286236,26.0,2016,7,16
112.7516022,-8.994986534,4.369702734,10.0,2016,3,-1
107.2617416,-7.926200867,3.632492697,39.0,2016,8,5
107.9218826,-8.235518456,4.061356752,37.0,2016,20,2
105.326683,-7.275253773,3.515720891,10.0,2016,16,1
105.9075623,-7.617151737,4.078933443,10.0,2016,1,4
107.2183075,-7.875709534,4.149085971,36.0,2016,8,5
108.2316895,-8.285420418,3.914440866,19.0,2016,22,17
107.236969,-7.85981369,3.955066875,31.0,2016,8,5
109.0273361,-8.543811798,3.736903379,68.0,2016,6,21
107.4051971,-8.085454941,3.7411059603999997,54.0,2016,2,8
107.4052277,-8.302459717,3.839794165,10.0,2016,2,8
107.3353195,-8.313760757,4.561512616,25.0,2016,2,8
107.3296204,-8.348209381,3.656028367,10.0,2016,2,8
107.3640289,-8.318825722,4.233954591,10.0,2016,2,8
107.3527451,-8.293146133,3.501461623,10.0,2016,2,8
105.1606979,-7.12084198,4.726683431,10.0,2016,16,-1
107.60849,-7.263482571,3.745755704,10.0,2016,15,10
107.5620117,-7.341451168,3.822488446,10.0,2016,15,0
105.4134216,-7.186225414,4.231765301,16.0,2016,16,1
106.3386688,-7.612118244,4.72503173,50.0,2016,11,-1
106.8707809,-7.795916557,4.111225557,18.0,2016,11,15
106.8414688,-7.787708759,4.101645888,23.0,2016,11,15
107.9030762,-8.169332504,3.725752439,18.0,2016,20,2
106.7079544,-7.481042385,3.514609138,11.0,2016,11,7
112.0720062,-8.986679077,3.802227285,11.0,2016,3,-1
105.9810333,-7.150815487,4.567938968,21.0,2016,9,4
111.9638138,-7.665726662,3.515935948,26.0,2016,18,-1
107.0675507,-7.703094006,3.510413762,50.0,2016,11,-1
106.5592117,-7.931322098,3.95654046,26.0,2016,11,7
108.9961929,-8.40176487,4.537639996,27.0,2016,6,14
107.2753525,-8.245541573,3.648648677,11.0,2016,2,8
107.9039536,-8.08982563,4.016657562,10.0,2016,20,2
110.2592926,-8.370420456,3.982287785,11.0,2016,17,-1
107.0601425,-8.047722816,3.698205554,18.0,2016,8,15
105.2961578,-7.374263763,3.927495469,17.0,2016,16,1
107.6382675,-8.209499359,4.822406452,19.0,2016,20,18
106.7443924,-7.594808102,4.15081684,27.0,2016,11,7
105.378067,-7.161700726,3.514639748,11.0,2016,16,1
107.8607178,-8.070752144,3.622299606,22.0,2016,20,2
105.6032639,-7.046505451,4.141440163,48.0,2016,16,20
106.444519,-7.701561451,3.672948932,25.0,2016,11,7
107.9013214,-8.161566734,4.510364304,18.0,2016,20,2
107.619751,-8.198000908,4.252310032,10.0,2016,2,18
107.7391129,-8.981309891,3.70764153,28.0,2016,14,-1
108.2438202,-8.201514244,4.689775658,33.0,2016,20,17
109.8670959,-7.61146307,3.65427613,10.0,2016,10,-1
109.0292053,-8.369547844,4.601751171,53.0,2016,6,14
111.7469177,-8.39385128,3.731619761,10.0,2016,21,-1
112.4880066,-8.898771286,4.033637116,43.0,2016,3,9
109.8862686,-7.63727808,3.842443158,12.0,2016,10,-1
111.1003036,-6.424478054,3.797281465,10.0,2016,4,-1
111.1275253,-6.402609348,3.824144126,10.0,2016,4,-1
105.9268188,-7.870535851,3.964176211,10.0,2016,1,4
106.1163101,-7.65357542,3.507588112,10.0,2016,1,4
111.1408463,-8.898785591,3.705177429,60.0,2016,7,16
107.8383255,-8.173811913,3.680130742,10.0,2016,20,2
106.0497818,-7.67482996,3.635753771,10.0,2016,1,4
106.0010986,-7.796844959,3.94336325,30.0,2016,1,4
107.8922577,-8.166278839,4.595598411,41.0,2016,20,2
107.9085388,-8.080890656,3.72216845,10.0,2016,20,2
112.089241,-8.831594467,3.883182328,33.0,2016,3,-1
107.0696793,-8.147371292,3.545457062,12.0,2016,2,15
107.8406906,-8.139340401,3.858173187,24.0,2016,20,2
108.988472,-8.282083511,3.748615154,49.0,2016,6,14
109.8411713,-8.817625046,3.64804466,10.0,2016,0,-1
110.4848251,-8.951705933,3.808176482,10.0,2016,0,22
111.0805359,-8.949097633,4.621092647,13.0,2016,7,16
106.0971603,-7.409049034,3.973336371,25.0,2016,9,4
108.4608841,-8.457912445,3.96748186,20.0,2016,22,11
105.8643265,-7.719969273,4.438691273,10.0,2016,1,4
105.8674011,-7.440802097,3.614333994,10.0,2016,1,4
107.3267136,-8.279267311,3.802369144,10.0,2016,2,8
106.6258469,-6.74067831,3.727218228,26.0,2016,5,23
107.1963654,-8.122343063,4.132484644,20.0,2016,2,8
106.0592041,-7.0467906,3.592496964,11.0,2016,9,4
106.9235458,-7.535419941,3.727524186,63.0,2016,11,-1
107.9124756,-8.149307251,3.596782979,22.0,2016,20,2
112.4490662,-8.926730156,4.568385351,67.0,2016,3,9
111.495903,-8.991597176,4.909455781,23.0,2016,7,-1
111.5351868,-8.931612015,3.508980135,17.0,2016,7,16
106.0710754,-7.477340698,3.526679521,38.0,2016,1,4
112.4746552,-8.814821243,3.890137178,49.0,2016,3,9
106.9039612,-7.762136459,4.026031883,20.0,2016,11,15
107.9050522,-8.197849274,3.585026229,10.0,2016,20,2
111.2872238,-8.800548553,4.443688391,37.0,2016,7,16
105.9317017,-7.601632595,3.876760052,18.0,2016,1,4
106.2307663,-7.652997494,3.877220538,17.0,2016,1,-1
107.4247894,-8.238911629,4.964210712,52.0,2016,2,8
107.0712204,-7.931535721,4.776128251,19.0,2016,8,15
111.5044632,-8.999601364,4.407803806,40.0,2016,7,-1
111.3128662,-7.482678413,4.341731428,20.0,2016,18,-1
107.5448532,-7.296852112,3.987367271,2.0,2016,15,0
107.2724533,-8.207525253,3.736124991,10.0,2016,2,8
106.5487213,-7.819119453,3.897340112,10.0,2016,11,7
106.1405411,-7.389848709,4.411368069,23.0,2016,9,4
110.5237503,-8.913906097,4.62739926,19.0,2016,0,22
107.9014435,-8.136590004,4.760650195,24.0,2016,20,2
111.7625275,-8.396489143,4.142539298,10.0,2016,21,-1
107.8884354,-8.178524971,4.321640325,51.0,2016,20,2
106.2824936,-7.151908398,3.631959619,61.0,2016,9,-1
106.5149765,-7.869562149,3.596540121,10.0,2016,11,7
110.0045547,-8.96102047,4.03182501,10.0,2017,0,-1
108.7271042,-8.945748329,5.322558069,26.0,2017,14,-1
108.2799072,-8.178798676,4.041923253,31.0,2017,20,17
108.8908157,-8.502126694,3.884713664,11.0,2017,6,14
107.052269,-7.944921017,3.707176037,30.0,2017,8,15
110.3662643,-7.991484642,3.977010636,10.0,2017,10,-1
107.3775711,-8.214237213,3.643272601,10.0,2017,2,8
110.1858673,-8.987763405,3.813199398,67.0,2017,0,12
107.9071808,-8.351186752,3.779210217,19.0,2017,22,2
107.2940826,-7.807741642,4.003360266,19.0,2017,8,5
106.6290283,-7.62755537,3.889682902,21.0,2017,11,7
106.1445618,-7.452833652,4.057244962,13.0,2017,1,4
105.9520111,-7.61798048,3.595493249,10.0,2017,1,4
110.6673126,-8.607170105,3.520871209,50.0,2017,21,-1
106.8319016,-6.955210686,3.841816091,10.0,2017,5,-1
107.2806244,-7.717948437,5.208727879,61.0,2017,8,5
113.1427689,-7.169956207,4.3068226774,10.0,2017,18,-1
106.5222549,-7.660509586,3.591117746,26.0,2017,11,7
106.8983459,-7.739896297,4.176562879,16.0,2017,11,15
105.3921814,-7.142570019,4.367321416,45.0,2017,16,1
106.0777512,-7.12206459,4.06999035,10.0,2017,9,4
106.6008224,-7.71653986,4.41873034,16.0,2017,11,7
107.8902283,-8.164848328,3.8145976542,43.0,2017,20,2
107.8615952,-8.108482361,3.637231038,13.0,2017,20,2
107.8641891,-8.118894577,3.5925335240000003,62.0,2017,20,2
107.924942,-8.091147423,4.128877674,18.0,2017,20,2
107.0947342,-7.874958992,3.967643518,24.0,2017,8,15
108.8279953,-8.431388855,4.050538281,25.0,2017,6,14
107.5776138,-8.171741486,4.057475815,53.0,2017,2,18
108.8564072,-8.35578537,3.839527329,38.0,2017,6,14
108.8890305,-8.458405495,3.500561911,23.0,2017,6,14
106.7419815,-7.10877037,4.267758082,10.0,2017,5,-1
112.5791168,-8.146473885,3.895603023,10.0,2017,3,-1
106.1948166,-7.137153149,3.570927348,60.0,2017,9,-1
108.4583664,-8.595179558,3.804560175,54.0,2017,22,11
107.8604584,-8.454294205,3.938468314,19.0,2017,22,2
105.3929062,-7.080354691,4.414174501,20.0,2017,16,1
107.8342438,-8.074593544,5.074082248,63.0,2017,20,2
105.9677505,-7.258707047,4.087850037,63.0,2017,9,4
105.3625717,-7.282968521,4.658559305,45.0,2017,16,1
112.4880524,-8.764672279,4.287211815,62.0,2017,3,9
107.8265457,-8.221283913,4.145430056,13.0,2017,20,2
107.8633957,-8.252695084,4.049104152,22.0,2017,20,2
107.2209244,-7.917580128,4.103071352,23.0,2017,8,5
106.1953354,-7.161399841,3.566813745,18.0,2017,9,-1
107.8629913,-8.207248688,3.5457609841999997,16.0,2017,20,2
109.950386,-8.879012108,3.815279596,10.0,2017,0,-1
107.9710388,-8.242676735,3.613039044,30.0,2017,20,2
106.0862656,-6.684481144,3.609783408,66.0,2017,5,-1
107.0574493,-7.800998211,3.7186837119,58.0,2017,8,-1
107.8554764,-8.267614365,3.546449423,11.0,2017,20,2
110.7187881,-8.765134811,4.085319648,50.0,2017,21,-1
108.2673874,-8.222853661,3.980710831,37.0,2017,20,17
107.6878586,-8.668750763,3.946749712,10.0,2017,14,-1
107.2583313,-8.146288872,4.218101008,18.0,2017,2,8
108.6445999,-8.548623085,3.729131821,55.0,2017,6,11
107.8915939,-8.177709579,3.874487409,16.0,2017,20,2
107.8983994,-8.191835403,4.064355967,55.0,2017,20,2
107.6678543,-8.08098793,4.098462106,23.0,2017,20,-1
107.2700119,-7.884747982,3.944002059,28.0,2017,8,5
107.2807693,-8.16884613,3.725170023,21.0,2017,2,8
108.9842606,-8.467144012,3.617348301,15.0,2017,6,14
108.2408066,-8.27206707,4.370315557,14.0,2017,22,17
107.2733612,-7.851479053,3.623707093,32.0,2017,8,5
105.8705139,-7.507256985,3.5248915461999992,57.0,2017,1,4
107.8097305,-8.221056938,4.807050452,10.0,2017,20,2
113.359848,-8.805602074,3.825090978,10.0,2017,3,-1
113.1112442,-8.939352989,4.544880631,5.0,2017,3,27
107.2162476,-8.137043953,4.909613726,13.0,2017,2,8
110.5161667,-8.713260651,4.325301189,21.0,2017,0,-1
108.1261444,-8.754120827,3.874180325,10.0,2017,14,-1
107.151413,-8.032691002,3.5517528,22.0,2017,8,-1
107.7545547,-7.191596031,4.205613127,17.0,2017,15,10
111.2896729,-8.95300293,4.040181427,26.0,2017,7,16
112.5217819,-8.885807991,4.040398014,22.0,2017,3,9
108.6653976,-8.487131119,4.834291179,63.0,2017,6,11
105.8935471,-7.686283112,3.624683105,10.0,2017,1,4
112.4988861,-6.820619583,3.6838241343,10.0,2017,12,-1
108.9342422,-8.402349472,3.5028711692999996,64.0,2017,6,14
108.2590942,-8.276688576,4.200498372,32.0,2017,22,17
107.2975616,-7.888864994,3.852031055,24.0,2017,8,5
105.5890579,-7.083412647,3.506711777,22.0,2017,16,20
107.8386459,-8.279200554,3.67533574,17.0,2017,20,2
107.8597183,-8.373993874,3.707053133,24.0,2017,22,2
108.940918,-8.42346859,3.919313814,63.0,2017,6,14
112.8126602,-8.958321571,3.830210012,13.0,2017,3,-1
110.2254486,-8.851685524,3.590066364,10.0,2017,0,12
107.1782837,-8.518305779,3.513106249,10.0,2017,2,-1
107.2569504,-7.829617977,3.569578824,25.0,2017,8,5
108.4923248,-8.524456024,3.946507508,10.0,2017,22,11
107.5954742,-7.344110966,3.7606042,10.0,2017,15,0
106.0821991,-7.456121922,3.960405312,10.0,2017,1,4
107.8571091,-8.327098846,3.513821679,10.0,2017,22,2
107.1497345,-8.214864731,4.100226757,10.0,2017,2,8
105.0213394,-7.311021328,3.681615576,10.0,2017,16,-1
109.7551346,-8.725083351,3.845726606,58.0,2017,17,-1
106.211792,-7.676748753,3.654879645,67.0,2017,1,4
108.8418274,-8.476080894,3.797616472,16.0,2017,6,14
107.2189331,-7.898818493,3.925032116,26.0,2017,8,5
108.9654617,-8.427958488,4.837217672,68.0,2017,6,14
107.063324,-8.592308044,3.944524805,10.0,2017,2,-1
107.8924561,-8.075649261,3.7061124770000005,58.0,2017,20,2
107.0660248,-8.528274536,4.747305806,10.0,2017,2,-1
107.2462387,-7.860091209,3.911422339,28.0,2017,8,5
108.5613174,-8.476038933,3.552655327,54.0,2017,6,11
107.8888016,-8.116918564,3.521654107,32.0,2017,20,2
111.2401276,-8.817298889,3.533579504,30.0,2017,7,16
106.6052399,-7.358522892,4.595191118,62.0,2017,9,-1
107.1540756,-7.821604729,3.955390718,32.0,2017,8,5
107.8786545,-8.178250313,4.473833256,19.0,2017,20,2
111.946579,-7.021763325,3.960309353,10.0,2017,18,-1
107.8724823,-8.137827873,4.652582299,28.0,2017,20,2
109.00103,-8.377152443,4.35229313,28.0,2017,6,14
110.7537003,-8.442396164,3.742784866,12.0,2017,21,-1
107.2878952,-8.224298477,4.980861515,50.0,2017,2,8
105.3031082,-7.092932701,3.555808766,17.0,2017,16,1
107.8751831,-8.161934853,4.180388977,18.0,2017,20,2
107.1887054,-8.219524384,3.9348277,20.0,2017,2,8
107.3388062,-8.17431736,3.572723628,10.0,2017,2,8
106.5660934,-7.587934494,3.63597458,41.0,2017,11,7
106.6374664,-6.761954784,3.634333202,10.0,2017,5,23
108.4711609,-8.511723518,3.905511961,11.0,2017,22,11
106.6105804,-7.61844635,3.718109164,14.0,2017,11,7
107.4850311,-8.251669884,3.9039148,10.0,2017,2,8
105.9245071,-7.652779102,4.071234075,10.0,2017,1,4
108.7135162,-8.503214836,4.170100081,28.0,2017,6,11
108.3142929,-8.318292618,3.617575751,30.0,2017,22,-1
107.8461304,-8.199196815,3.673468618,12.0,2017,20,2
107.8802261,-8.123153687,3.637407668,24.0,2017,20,2
107.8830643,-8.293701172,3.746140702,10.0,2017,20,2
107.8484268,-8.312280655,4.023785162,10.0,2017,20,2
107.8391724,-8.234548569,3.678898513,12.0,2017,20,2
111.3995132,-8.934140205,3.500071715,10.0,2017,7,16
106.6120529,-7.42334938,4.629476878,45.0,2017,11,-1
108.0397644,-8.151257515,3.631689467,65.0,2017,20,-1
110.270256,-8.600404739,3.776431446,10.0,2017,17,-1
107.2470627,-7.898680687,3.783995484,28.0,2017,8,5
106.4352875,-7.758238792,4.536806533,12.0,2017,11,7
105.0592422,-7.992485046,3.842745007,12.0,2017,1,-1
107.0484467,-8.205196381,4.482781189,10.0,2017,2,-1
111.0690231,-8.796729088,3.542826765,10.0,2018,7,16
110.4149094,-8.953677177,3.856489419,30.0,2018,0,24
107.5678101,-8.425629616,3.941489997,11.0,2018,2,28
108.4441605,-8.458062172,3.663074067,21.0,2018,22,11
105.7493591,-7.043165684,3.783404577,48.0,2018,16,-1
109.1092148,-8.908902168,4.486387176,26.0,2018,14,-1
107.2990875,-7.852954388,3.661885686,27.0,2018,8,5
106.5784225,-7.970858097,3.59973808,10.0,2018,11,7
106.2575836,-7.25764513,4.398692293,20.0,2018,9,-1
106.0916977,-7.155687332,4.03417275,23.0,2018,9,4
106.1183167,-7.131346703,3.685835264,29.0,2018,9,4
106.0774307,-7.206905842,4.092828304,19.0,2018,9,4
106.012146,-7.162274361,4.271143852,20.0,2018,9,4
106.0749741,-7.109011173,3.547010461,28.0,2018,9,4
105.9792786,-7.19428587,3.798537359,19.0,2018,9,4
106.1091537,-7.199986458,4.830049239,32.0,2018,9,4
106.1236038,-7.221432686,4.309246593,27.0,2018,9,4
106.0858002,-7.233699322,4.014253492,28.0,2018,9,4
106.0897522,-7.235302448,4.131781563,37.0,2018,9,4
106.0926895,-7.26833725,3.716064086,32.0,2018,9,4
111.1551971,-8.972902298,4.388291965,10.0,2018,7,16
106.1239777,-7.211627007,4.096758946,33.0,2018,9,4
106.0486755,-7.224280834,3.562704397,29.0,2018,9,4
106.0807343,-7.212050438,4.226352258,41.0,2018,9,4
106.0502777,-7.163531303,3.83397422,32.0,2018,9,4
106.1073303,-7.220718861,4.150108508,25.0,2018,9,4
106.0950699,-7.155069351,3.623195228,21.0,2018,9,4
106.0537109,-7.210974216,3.50058131,39.0,2018,9,4
106.0396271,-7.175470829,3.654353726,31.0,2018,9,4
105.9797974,-7.230380535,4.041315536,11.0,2018,9,4
105.9869461,-7.213989735,4.851240048,46.0,2018,9,4
106.0778427,-7.226279736,3.989853966,27.0,2018,9,4
106.0478745,-7.186397552,4.477649052,31.0,2018,9,4
106.040863,-7.186733246,4.306308212,33.0,2018,9,4
105.8983307,-7.252923012,3.523048923,10.0,2018,9,4
106.0600586,-7.126395702,3.79381137,21.0,2018,9,4
106.9980392,-7.937001705,3.515103531,28.0,2018,8,15
106.4567108,-7.804292202,3.990565355,14.0,2018,11,7
105.9474411,-7.25968647,4.513308242,10.0,2018,9,4
106.6848755,-7.589854717,3.909692489,23.0,2018,11,7
111.8069382,-8.767377853,3.564596619,43.0,2018,7,-1
110.3577347,-8.923274994,3.621976042,10.0,2018,0,24
105.962471,-7.167845726,3.533192732,29.0,2018,9,4
111.6008301,-8.728199005,3.70711421,17.0,2018,7,-1
108.1163788,-8.340649605,3.578007202,24.0,2018,22,6
106.8753281,-7.175025463,3.518925693,10.0,2018,15,-1
106.0639801,-7.251069069,3.690437374,33.0,2018,9,4
105.9321899,-7.814946175,3.796061224,10.0,2018,1,4
105.8540802,-7.810323238,5.092630442,10.0,2018,1,4
106.3247604,-7.724248409,3.84295822,64.0,2018,11,7
106.4460449,-7.867462158,5.029225875,49.0,2018,11,7
105.8621216,-7.809691429,4.635526914,10.0,2018,1,4
105.9282608,-7.752912521,3.923768202,30.0,2018,1,4
111.4753723,-8.887405396,3.501166057,29.0,2018,7,16
110.9558563,-8.844987869,5.00895468,48.0,2018,7,19
106.1687927,-7.101141453,4.132541544,10.0,2018,9,4
106.6708984,-7.616865158,4.499446599,10.0,2018,11,7
110.9528732,-8.912834167,3.753595205,10.0,2018,7,19
106.1037674,-7.158733845,3.785544881,32.0,2018,9,4
106.5027313,-7.893685818,3.787029845,10.0,2018,11,7
112.7463379,-8.953291893,3.523549341,30.0,2018,3,-1
111.3014679,-8.9858675,3.979558765,10.0,2018,7,16
106.3277512,-7.877006531,3.849327688,10.0,2018,11,-1
106.0246277,-7.446468353,4.592979972,10.0,2018,1,4
105.1658936,-7.025784016,3.531023185,10.0,2018,16,-1
112.0620651,-7.947723866,4.077013281,10.0,2018,18,-1
105.388588,-7.498747826,4.054891239,10.0,2018,1,-1
105.4294434,-7.446949005,3.990571999,10.0,2018,16,-1
106.0086441,-7.511811256,4.344375726,10.0,2018,1,4
106.0980377,-6.913198471,3.96492518,10.0,2018,5,-1
110.7490158,-8.911538124,3.818215377,17.0,2018,0,-1
107.8373947,-8.026927948,3.685594041,29.0,2018,20,2
106.4217758,-7.787731171,3.507118682,10.0,2018,11,7
107.8137817,-8.358120918,3.730045979,10.0,2018,22,2
108.0430145,-8.414355278,4.035361397,10.0,2018,22,6
106.0021286,-7.348406792,5.182241055,40.0,2018,9,4
107.3631821,-8.246612549,3.907415154,10.0,2018,2,8
106.024826,-7.143196106,3.550643295,28.0,2018,9,4
108.4262238,-8.583363533,3.951860727,18.0,2018,22,11
106.624649,-7.857596874,3.765687154,16.0,2018,11,7
107.2842865,-7.881541252,3.647286612,24.0,2018,8,5
105.2301102,-7.258241177,4.389176672,10.0,2018,16,-1
107.294548,-7.933508396,3.859346507,20.0,2018,8,5
107.196106,-8.17753315,4.036140192,10.0,2018,2,8
105.2679214,-7.421341896,4.086332345,43.0,2018,16,-1
106.5336838,-7.799080849,3.669073463,17.0,2018,11,7
109.6856995,-7.21053648,3.502171679,10.0,2018,23,-1
113.5730896,-8.547123909,3.6428715709,7.0,2018,3,-1
107.3731537,-7.958432674,4.813597655,67.0,2018,8,8
107.2853928,-8.112010002,4.704806634,56.0,2018,2,8
106.8500137,-7.287900448,3.536904718,10.0,2018,15,-1
107.2770767,-7.870200634,3.635284771,24.0,2018,8,5
107.3933487,-7.993333817,4.130636314,49.0,2018,8,8
107.8355408,-8.238433838,4.224307519,11.0,2018,20,2
106.8421783,-7.280292511,4.349527277,10.0,2018,15,-1
106.8729553,-7.224440098,3.591503257,10.0,2018,15,-1
105.2733459,-7.196508408,4.251124951,10.0,2018,16,1
111.2890396,-7.030578613,3.646130316,13.0,2018,4,-1
112.6214066,-8.978007317,3.520078032,10.0,2018,3,-1
109.0051041,-8.714409828,4.124773987,10.0,2018,6,-1
108.4671173,-8.524777412,4.07002935,52.0,2018,22,11
107.2618484,-7.935972691,3.610586706,24.0,2018,8,5
107.2756882,-7.898766518,3.901129373,20.0,2018,8,5
107.215416,-8.045719147,4.218056195,32.0,2018,8,8
106.8939056,-7.176613808,4.363892502,10.0,2018,15,-1
110.2694016,-8.946458817,3.517305264,42.0,2018,0,12
108.1192093,-8.44260788,4.664298306,10.0,2018,22,6
111.1783524,-8.927657127,3.87337723,10.0,2018,7,16
112.4732819,-8.989155769,4.10846294,18.0,2018,3,9
112.4901199,-8.946586609,4.006985107,24.0,2018,3,9
112.4511337,-8.813623428,3.84117966,40.0,2018,3,9
107.5870514,-8.277347565,3.875490355,16.0,2018,2,18
106.461937,-7.822226524,4.235730247,12.0,2018,11,7
106.0305023,-7.216237068,4.72868022,18.0,2018,9,4
107.4612122,-7.965105057,4.377743615,10.0,2018,8,8
107.1248093,-7.801190853,3.592436872,32.0,2018,8,-1
113.9045868,-6.964819908,4.717570268,25.0,2018,12,-1
109.9369965,-8.756427765,4.274648479,21.0,2018,17,-1
107.3648911,-8.228583336,3.815624203,10.0,2018,2,8
110.2933502,-8.932388306,4.167247689,10.0,2018,0,12
105.9038391,-7.697193146,3.533207901,10.0,2018,1,4
106.5909958,-6.731219292,3.599510641,10.0,2018,5,23
105.957077,-7.750077724,3.916732512,10.0,2018,1,4
110.2622681,-8.824839592,4.256943812,27.0,2018,0,12
108.762001,-8.401157379,3.666557924,35.0,2018,6,-1
106.4796677,-7.608343601,3.957002053,51.0,2018,11,7
108.3020935,-8.922418594,3.575193671,24.0,2018,14,-1
107.8852997,-8.032578468,3.66156399,19.0,2018,20,2
108.6293411,-8.6948452,3.68990102,38.0,2018,14,-1
107.7148972,-7.276238918,3.865944719,10.0,2018,15,10
112.6839066,-8.934407234,3.78021641,34.0,2018,3,-1
106.4345856,-6.903019428,4.428522081,10.0,2018,5,25
106.4256439,-6.910066605,4.130949578,10.0,2018,5,25
106.4298706,-6.915261269,4.567886975,10.0,2018,5,25
106.3501053,-6.919997692,3.901105753,10.0,2018,5,26
106.4173965,-6.904340267,3.591761267,12.0,2018,5,25
106.4440613,-6.896858692,3.535922314,10.0,2018,5,25
107.3156128,-8.183679581,3.745370462,11.0,2018,2,8
106.4932785,-6.856408596,3.715186888,10.0,2018,5,25
106.3547821,-6.964454174,4.718220251,10.0,2018,5,26
107.6238327,-8.241744041,4.680852119,10.0,2018,2,18
111.1318512,-8.9246912,4.408822196,10.0,2018,7,16
113.0555191,-8.921563148,3.720104821,16.0,2018,3,27
107.419014,-7.990830421,4.176437929,17.0,2018,8,8
107.696701,-8.387322426,4.471978738,46.0,2018,22,-1
108.4235535,-8.344361305,3.600650047,52.0,2018,22,-1
106.2812576,-7.108632088,3.949885489,10.0,2018,9,-1
106.5866547,-7.877296925,3.707483793,10.0,2018,11,7
105.9998016,-7.50165081,3.667733276,28.0,2018,1,4
112.4358978,-8.943937302,4.774305531,50.0,2018,3,9
112.4653549,-8.821461678,3.99089506,32.0,2018,3,9
112.4423676,-8.908993721,4.564773459,26.0,2018,3,9
108.958931,-8.36914444,4.909643526,48.0,2018,6,14
105.5776596,-7.140257359,3.978669035,57.0,2018,16,20
107.0822372,-8.9171772,3.53718591,10.0,2018,14,-1
106.6801453,-7.523217678,4.688428434,35.0,2018,11,7
105.7983932,-7.713761806,4.219898372,10.0,2018,1,4
105.9311752,-7.703602314,3.844814098,28.0,2018,1,4
