,year,quarter,month,latitude,longitude,depth,magnitude,dayPeriod,earthquakeCategory,depthCategory,area,cluster1_5
1408,2018.0,1,1.0,-7.163531303,106.0502777,32.0,3.83397422,Afternoon,Minor,Shallow,2,4
1409,2018.0,1,1.0,-7.150557518,106.1477356,36.0,2.854788914,Afternoon,Micro,Shallow,2,4
1410,2018.0,1,1.0,-7.138124943,106.0768661,32.0,3.009174159,Afternoon,Minor,Shallow,2,4
1411,2018.0,1,1.0,-7.238308907,106.2417374,25.0,2.489740689,Afternoon,Micro,Shallow,2,4
1412,2018.0,1,1.0,-8.069919586,107.4672089,29.0,2.566717518,Afternoon,Micro,Shallow,3,4
1413,2018.0,1,1.0,-7.173179626,106.1495743,28.0,2.891820429,Afternoon,Micro,Shallow,2,4
1414,2018.0,1,1.0,-7.220718861,106.1073303,25.0,4.150108508,Afternoon,Light,Shallow,2,4
1415,2018.0,1,1.0,-7.203255653,106.1580505,26.0,2.745450349,Evening,Micro,Shallow,2,0
1416,2018.0,1,1.0,-7.10733223,106.2567062,10.0,2.702843732,Evening,Micro,Shallow,2,0
1417,2018.0,1,1.0,-7.078819752,105.9702377,31.0,2.991772562,Evening,Micro,Shallow,2,0
1418,2018.0,1,1.0,-7.155069351,106.0950699,21.0,3.623195228,Evening,Minor,Shallow,2,0
1419,2018.0,1,1.0,-7.034158707,106.1336517,28.0,3.269984657,Evening,Minor,Shallow,2,0
1420,2018.0,1,1.0,-7.210974216,106.0537109,39.0,3.50058131,Evening,Minor,Shallow,2,0
1421,2018.0,1,1.0,-7.175470829,106.0396271,31.0,3.654353726,Evening,Minor,Shallow,2,0
1422,2018.0,1,1.0,-7.252970219,106.0059433,19.0,3.238268164,Evening,Minor,Shallow,2,0
1423,2018.0,1,1.0,-7.230380535,105.9797974,11.0,4.041315536,Night,Light,Shallow,2,0
1424,2018.0,1,1.0,-7.213989735,105.9869461,46.0,4.851240048,Morning,Light,Shallow,2,0
1425,2018.0,1,1.0,-7.157316685,106.0144119,17.0,3.352280668,Morning,Minor,Shallow,2,0
1426,2018.0,1,1.0,-7.226279736,106.0778427,27.0,3.989853966,Afternoon,Minor,Shallow,2,4
1427,2018.0,1,1.0,-7.129796982,106.1165848,47.0,3.007748557,Afternoon,Minor,Shallow,2,4
1428,2018.0,1,1.0,-7.573046684,105.5227203,58.0,3.019302007,Afternoon,Minor,Shallow,2,4
1429,2018.0,1,1.0,-6.562948227,106.5507126,10.0,2.6921334,Morning,Micro,Shallow,1,2
1430,2018.0,1,1.0,-7.094467163,106.1991272,25.0,2.896250787,Afternoon,Micro,Shallow,2,4
1431,2018.0,1,1.0,-7.112606049,106.0824966,19.0,3.268114559,Evening,Minor,Shallow,2,0
1432,2018.0,1,1.0,-7.186397552,106.0478745,31.0,4.477649052,Dawn,Light,Shallow,2,4
1433,2018.0,1,1.0,-7.186733246,106.040863,33.0,4.306308212,Morning,Light,Shallow,2,0
1434,2018.0,1,1.0,-7.374223709,106.9010239,96.0,3.037084644,Afternoon,Minor,Intermediate,2,4
1435,2018.0,1,1.0,-7.252923012,105.8983307,10.0,3.523048923,Afternoon,Minor,Shallow,2,4
1436,2018.0,1,1.0,-7.275247097,106.1533203,25.0,2.477714109,Afternoon,Micro,Shallow,2,4
1437,2018.0,1,1.0,-7.126395702,106.0600586,21.0,3.79381137,Dawn,Minor,Shallow,2,4
1438,2018.0,1,1.0,-7.633699894,108.990509,175.0,3.689891003,Morning,Minor,Intermediate,3,0
1439,2018.0,1,1.0,-7.863004208,106.1578751,10.0,3.345379748,Morning,Minor,Shallow,2,0
1440,2018.0,1,1.0,-7.012707233,106.1994934,19.0,3.14965357,Morning,Minor,Shallow,2,0
1441,2018.0,1,1.0,-7.68881464,112.5868225,182.0,3.430742916,Evening,Minor,Intermediate,0,1
1442,2018.0,1,1.0,-7.092424393,106.1005554,33.0,2.809416012,Evening,Micro,Shallow,2,0
1443,2018.0,1,1.0,-7.149778843,106.0586243,31.0,2.992201203,Evening,Micro,Shallow,2,0
1444,2018.0,1,1.0,-7.198935986,106.2287292,25.0,3.003833141,Morning,Minor,Shallow,2,0
1445,2018.0,1,1.0,-7.937001705,106.9980392,28.0,3.515103531,Morning,Minor,Shallow,3,0
1446,2018.0,1,1.0,-8.183568001,108.352066,39.0,2.594917688,Morning,Micro,Shallow,3,0
1447,2018.0,1,1.0,-8.536852837,113.996315,10.0,3.088432332,Morning,Minor,Shallow,0,2
1448,2018.0,1,2.0,-7.804292202,106.4567108,14.0,3.990565355,Evening,Minor,Shallow,2,0
1449,2018.0,1,2.0,-7.065792561,106.4561844,35.0,3.071657822,Night,Minor,Shallow,2,0
1450,2018.0,1,2.0,-7.19153738,106.1911469,39.0,2.784829856,Evening,Micro,Shallow,2,0
1451,2018.0,1,2.0,-7.25968647,105.9474411,10.0,4.513308242,Evening,Light,Shallow,2,0
1452,2018.0,1,2.0,-7.865527153,107.3578186,21.0,2.4284114,Dawn,Micro,Shallow,3,4
1453,2018.0,1,2.0,-8.872280121,112.5798111,69.0,3.213679777,Morning,Minor,Shallow,0,2
1454,2018.0,1,2.0,-7.991100311,108.6149445,87.0,2.970528118,Morning,Micro,Intermediate,3,0
1455,2018.0,1,2.0,-7.15897274,107.3283691,105.0,2.489846444,Afternoon,Micro,Intermediate,1,1
1456,2018.0,1,2.0,-8.65527153,109.9410706,13.0,3.095847847,Afternoon,Minor,Shallow,0,3
1457,2018.0,1,2.0,-8.453932762,108.4308167,19.0,3.318569346,Afternoon,Minor,Shallow,3,4
1458,2018.0,1,2.0,-7.294484615,106.8799973,10.0,2.618430115,Morning,Micro,Shallow,2,0
1459,2018.0,1,2.0,-7.116456032,106.1514664,30.0,2.971787698,Morning,Micro,Shallow,2,0
1460,2018.0,1,2.0,-5.261279106,106.0727615,280.0,4.15737534,Morning,Light,Intermediate,1,1
1461,2018.0,1,2.0,-7.215147018,107.7181244,12.0,2.690270842,Afternoon,Micro,Shallow,1,3
1462,2018.0,1,2.0,-7.589854717,106.6848755,23.0,3.909692489,Evening,Minor,Shallow,2,0
1463,2018.0,1,2.0,-8.876494408,112.4974442,38.0,3.381005191,Morning,Minor,Shallow,0,2
1464,2018.0,1,2.0,-8.312884331,110.3288651,75.0,3.42403678,Morning,Minor,Intermediate,0,1
1465,2018.0,1,2.0,-8.767377853,111.8069382,43.0,3.564596619,Afternoon,Minor,Shallow,0,3
1466,2018.0,1,2.0,-8.098356247,107.4721603,10.0,2.48010102,Evening,Micro,Shallow,3,0
1467,2018.0,1,2.0,-6.854795933,110.4758453,10.0,2.858325615,Evening,Micro,Shallow,1,2
1468,2018.0,1,2.0,-7.470904827,106.3466263,26.0,3.455888757,Dawn,Minor,Shallow,2,4
1469,2018.0,1,2.0,-8.923274994,110.3577347,10.0,3.621976042,Afternoon,Minor,Shallow,0,3
1470,2018.0,1,2.0,-7.167845726,105.962471,29.0,3.533192732,Night,Minor,Shallow,2,0
1471,2018.0,1,2.0,-8.728199005,111.6008301,17.0,3.70711421,Night,Minor,Shallow,0,2
1472,2018.0,1,2.0,-7.158920288,106.0555191,32.0,3.11414165,Dawn,Minor,Shallow,2,4
1473,2018.0,1,2.0,-6.856554985,108.4282913,255.0,4.547556531,Morning,Light,Intermediate,1,1
1474,2018.0,1,2.0,-8.34437561,108.6783752,76.0,2.953028574,Night,Micro,Intermediate,3,0
1475,2018.0,1,2.0,-7.027794361,106.1661911,11.0,3.114738024,Dawn,Minor,Shallow,2,4
1476,2018.0,1,2.0,-7.233406067,108.4243622,11.0,2.248609369,Evening,Micro,Shallow,1,2
1477,2018.0,1,2.0,-8.340649605,108.1163788,24.0,3.578007202,Evening,Minor,Shallow,3,0
1478,2018.0,1,2.0,-7.175025463,106.8753281,10.0,3.518925693,Morning,Minor,Shallow,1,2
1479,2018.0,1,2.0,-7.251069069,106.0639801,33.0,3.690437374,Evening,Minor,Shallow,2,0
1480,2018.0,1,2.0,-7.045302391,106.4841385,129.0,3.584171009,Dawn,Minor,Intermediate,1,1
1481,2018.0,1,2.0,-7.814946175,105.9321899,10.0,3.796061224,Night,Minor,Shallow,2,0
1482,2018.0,1,2.0,-7.286495686,106.2531662,10.0,2.986534026,Dawn,Micro,Shallow,2,4
1483,2018.0,1,2.0,-6.264475346,107.5503693,144.0,4.229065843,Dawn,Light,Intermediate,1,1
1484,2018.0,1,2.0,-7.810323238,105.8540802,10.0,5.092630442,Dawn,Moderate,Shallow,2,4
1485,2018.0,1,2.0,-7.551383018,106.143692,10.0,2.859484737,Dawn,Micro,Shallow,2,4
1486,2018.0,1,2.0,-7.724248409,106.3247604,64.0,3.84295822,Morning,Minor,Shallow,2,0
1487,2018.0,1,2.0,-7.867462158,106.4460449,49.0,5.029225875,Afternoon,Moderate,Shallow,2,4
1488,2018.0,1,2.0,-7.519115448,106.0175323,27.0,2.8324748,Afternoon,Micro,Shallow,2,4
1489,2018.0,1,2.0,-7.809691429,105.8621216,10.0,4.635526914,Afternoon,Light,Shallow,2,4
1490,2018.0,1,2.0,-7.752912521,105.9282608,30.0,3.923768202,Afternoon,Minor,Shallow,2,4
1491,2018.0,1,2.0,-8.887405396,111.4753723,29.0,3.501166057,Afternoon,Minor,Shallow,0,3
1492,2018.0,1,2.0,-8.844987869,110.9558563,48.0,5.00895468,Evening,Moderate,Shallow,0,2
1493,2018.0,1,2.0,-7.101141453,106.1687927,10.0,4.132541544,Evening,Light,Shallow,2,0
1494,2018.0,1,2.0,-7.254118443,107.7110443,10.0,2.928294329,Evening,Micro,Shallow,1,2
1495,2018.0,1,2.0,-7.616865158,106.6708984,10.0,4.499446599,Dawn,Light,Shallow,2,4
1496,2018.0,1,2.0,-7.173466206,106.062645,26.0,3.214477723,Afternoon,Minor,Shallow,2,4
1497,2018.0,1,2.0,-8.363875389,111.4304657,105.0,3.534269754,Evening,Minor,Intermediate,0,1
1498,2018.0,1,2.0,-7.039617062,107.0132141,10.0,2.272753409,Evening,Micro,Shallow,1,2
1499,2018.0,1,2.0,-8.912834167,110.9528732,10.0,3.753595205,Evening,Minor,Shallow,0,2
1500,2018.0,1,2.0,-7.81054306,106.0390091,28.0,3.020491793,Evening,Minor,Shallow,2,0
1501,2018.0,1,2.0,-7.85397768,107.83358,10.0,2.2497619,Evening,Micro,Shallow,3,0
1502,2018.0,1,2.0,-7.855433464,107.0372086,30.0,2.644049798,Night,Micro,Shallow,3,0
1503,2018.0,1,2.0,-6.856977463,108.0132904,10.0,2.810089867,Dawn,Micro,Shallow,1,3
1504,2018.0,1,2.0,-7.158733845,106.1037674,32.0,3.785544881,Afternoon,Minor,Shallow,2,4
1505,2018.0,1,2.0,-7.893685818,106.5027313,10.0,3.787029845,Evening,Minor,Shallow,2,0
1506,2018.0,1,2.0,-8.953291893,112.7463379,30.0,3.523549341,Morning,Minor,Shallow,0,2
1507,2018.0,1,2.0,-8.644122124,108.0995712,20.0,2.750715529,Afternoon,Micro,Shallow,3,4
1508,2018.0,1,2.0,-7.835432529,112.5479126,10.0,2.897244022,Evening,Micro,Shallow,0,2
1509,2018.0,1,2.0,-8.529354095,108.3247757,52.0,3.205138958,Afternoon,Minor,Shallow,3,4
1510,2018.0,1,2.0,-8.968715668,112.7894974,12.0,3.26458218,Evening,Minor,Shallow,0,2
1511,2018.0,1,2.0,-8.806966782,111.0209198,10.0,2.704841784,Evening,Micro,Shallow,0,2
1512,2018.0,1,2.0,-7.930812359,107.8837357,28.0,2.127807717,Evening,Micro,Shallow,3,0
1513,2018.0,1,2.0,-7.053287506,105.259491,10.0,3.25731346,Dawn,Minor,Shallow,2,4
1514,2018.0,1,2.0,-8.9858675,111.3014679,10.0,3.979558765,Morning,Minor,Shallow,0,2
1515,2018.0,1,2.0,-8.133431435,107.6724777,26.0,2.804505221,Dawn,Micro,Shallow,3,4
1516,2018.0,1,2.0,-8.993886948,112.7969971,29.0,2.915860565,Afternoon,Micro,Shallow,0,3
1517,2018.0,1,2.0,-7.097311497,113.2465134,15.0,2.668940141,Night,Micro,Shallow,0,2
1518,2018.0,1,2.0,-6.591868401,108.5641556,10.0,2.588932174,Dawn,Micro,Shallow,1,3
1519,2018.0,1,2.0,-8.97714138,112.7913055,29.0,3.387578397,Dawn,Minor,Shallow,0,3
1520,2018.0,1,2.0,-7.935037136,107.0920944,32.0,2.353887121,Morning,Micro,Shallow,3,0
1521,2018.0,1,2.0,-7.387627125,107.0764236,128.0,3.260751743,Morning,Minor,Intermediate,2,0
1522,2018.0,1,2.0,-6.993472576,112.4000397,750.0,3.662846904,Afternoon,Minor,Deep,0,1
1523,2018.0,1,2.0,-8.056848526,111.939476,10.0,3.384178065,Afternoon,Minor,Shallow,0,3
1524,2018.0,1,2.0,-7.877006531,106.3277512,10.0,3.849327688,Evening,Minor,Shallow,2,0
1525,2018.0,1,2.0,-7.860367298,106.5448608,10.0,3.137679723,Morning,Minor,Shallow,2,0
1526,2018.0,1,2.0,-7.446468353,106.0246277,10.0,4.592979972,Morning,Light,Shallow,2,0
1527,2018.0,1,2.0,-6.731258392,106.6737213,14.0,2.904082819,Dawn,Micro,Shallow,1,3
1528,2018.0,1,2.0,-6.434518814,106.3530655,10.0,3.197195212,Dawn,Minor,Shallow,1,3
1529,2018.0,1,2.0,-7.108958721,106.9667282,10.0,2.216276649,Evening,Micro,Shallow,1,2
1530,2018.0,1,2.0,-7.200645447,106.9025421,10.0,2.630733226,Evening,Micro,Shallow,2,0
1531,2018.0,1,2.0,-7.025784016,105.1658936,10.0,3.531023185,Evening,Minor,Shallow,2,0
1532,2018.0,1,2.0,-7.164744854,106.0884933,18.0,2.932531711,Night,Micro,Shallow,2,0
1533,2018.0,1,2.0,-6.848753452,107.6869431,37.0,1.892479345,Dawn,Micro,Shallow,1,3
1534,2018.0,1,2.0,-7.32602787,106.1881561,16.0,2.75799169,Morning,Micro,Shallow,2,0
1535,2018.0,1,2.0,-7.470581055,107.2108154,111.0,2.580724328,Morning,Micro,Intermediate,2,0
1536,2018.0,1,2.0,-7.398647308,106.4996796,61.0,2.464091625,Evening,Micro,Shallow,2,0
1537,2018.0,1,2.0,-7.164212227,107.4564056,10.0,2.264174936,Evening,Micro,Shallow,1,2
1538,2018.0,1,3.0,-8.076948166,108.6814651,58.0,2.685333688,Evening,Micro,Shallow,3,0
1539,2018.0,1,3.0,-7.053115845,109.2038422,35.0,1.759722138,Evening,Micro,Shallow,1,2
1540,2018.0,1,3.0,-8.842736244,111.0305176,12.0,2.937136407,Afternoon,Micro,Shallow,0,3
1541,2018.0,1,3.0,-7.947723866,112.0620651,10.0,4.077013281,Afternoon,Light,Shallow,0,3
1542,2018.0,1,3.0,-7.158503056,106.9330444,10.0,2.245122443,Afternoon,Micro,Shallow,1,3
1543,2018.0,1,3.0,-7.255964279,106.8968582,10.0,2.683503813,Afternoon,Micro,Shallow,2,4
1544,2018.0,1,3.0,-7.259543896,106.8800125,10.0,3.092581752,Afternoon,Minor,Shallow,2,4
1545,2018.0,1,3.0,-7.28158474,106.8890533,10.0,2.540776729,Afternoon,Micro,Shallow,2,4
1546,2018.0,1,3.0,-7.135100365,106.9006271,10.0,2.740358877,Evening,Micro,Shallow,1,2
1547,2018.0,1,3.0,-7.498747826,105.388588,10.0,4.054891239,Morning,Light,Shallow,2,0
1548,2018.0,1,3.0,-7.446949005,105.4294434,10.0,3.990571999,Morning,Minor,Shallow,2,0
1549,2018.0,1,3.0,-7.080939293,106.9794006,10.0,2.370819343,Morning,Micro,Shallow,1,2
1550,2018.0,1,3.0,-7.880051613,111.8305283,113.0,2.65832006,Morning,Micro,Intermediate,0,1
1551,2018.0,1,3.0,-7.511811256,106.0086441,10.0,4.344375726,Afternoon,Light,Shallow,2,4
1552,2018.0,1,3.0,-8.639026642,108.2897339,10.0,2.989721732,Evening,Micro,Shallow,3,0
1553,2018.0,1,3.0,-6.913198471,106.0980377,10.0,3.96492518,Morning,Minor,Shallow,1,2
1554,2018.0,1,3.0,-8.911538124,110.7490158,17.0,3.818215377,Evening,Minor,Shallow,0,2
1555,2018.0,1,3.0,-7.451776028,109.1424713,18.0,2.359661208,Evening,Micro,Shallow,3,0
1556,2018.0,1,3.0,-7.13967371,106.9288712,10.0,2.574803683,Night,Micro,Shallow,1,2
1557,2018.0,1,3.0,-8.137342453,107.2645035,22.0,3.478636182,Night,Minor,Shallow,3,0
1558,2018.0,1,3.0,-6.605696678,106.7760468,10.0,2.604156677,Afternoon,Micro,Shallow,1,3
1559,2018.0,1,3.0,-6.678389549,106.9466248,10.0,2.454303721,Afternoon,Micro,Shallow,1,3
1560,2018.0,1,3.0,-8.70939064,109.0345688,10.0,3.374835207,Evening,Minor,Shallow,3,0
1561,2018.0,1,3.0,-6.980988979,106.1381989,10.0,3.091208852,Evening,Minor,Shallow,2,0
1562,2018.0,1,3.0,-6.984911919,106.7102432,45.0,2.826003583,Morning,Micro,Shallow,1,2
1563,2018.0,1,3.0,-7.025407791,106.9021149,10.0,2.506578129,Afternoon,Micro,Shallow,1,3
1564,2018.0,1,3.0,-7.128688335,106.8908844,10.0,3.035968272,Evening,Minor,Shallow,1,2
1565,2018.0,1,3.0,-7.204766273,106.4889908,42.0,2.529606429,Night,Micro,Shallow,2,0
1566,2018.0,1,3.0,-8.026927948,107.8373947,29.0,3.685594041,Morning,Minor,Shallow,3,0
1567,2018.0,1,3.0,-7.50690794,107.850914,117.0,3.281281954,Afternoon,Minor,Intermediate,2,4
1568,2018.0,1,3.0,-8.72789669,112.5115738,98.0,3.681793979,Afternoon,Minor,Intermediate,0,1
1569,2018.0,1,3.0,-7.787731171,106.4217758,10.0,3.507118682,Afternoon,Minor,Shallow,2,4
1570,2018.0,1,3.0,-8.90753746,112.5516663,21.0,3.089110612,Dawn,Minor,Shallow,0,3
1571,2018.0,1,3.0,-7.248877525,106.8684387,10.0,3.055746438,Dawn,Minor,Shallow,2,4
1572,2018.0,1,3.0,-7.944906712,106.8458328,10.0,2.952537879,Afternoon,Micro,Shallow,3,4
1573,2018.0,1,3.0,-7.888055801,111.7186737,114.0,4.124943073,Evening,Light,Intermediate,0,1
1574,2018.0,1,3.0,-6.84434557,106.6650925,11.0,2.765720442,Night,Micro,Shallow,1,2
1575,2018.0,1,3.0,-7.703987122,113.51371,20.0,3.390299949,Morning,Minor,Shallow,0,2
1576,2018.0,1,3.0,-8.553421021,111.2751999,91.0,3.074649226,Afternoon,Minor,Intermediate,0,1
1577,2018.0,1,3.0,-7.634378433,106.2973328,10.0,3.293251737,Afternoon,Minor,Shallow,2,4
1578,2018.0,1,3.0,-8.760263443,112.9119492,118.0,3.01191522,Morning,Minor,Intermediate,0,1
1579,2018.0,1,3.0,-7.149451733,113.409256,10.0,2.889316408,Morning,Micro,Shallow,0,2
1580,2018.0,1,3.0,-8.194950104,107.3404922,10.0,3.487655258,Afternoon,Minor,Shallow,3,4
1581,2018.0,1,3.0,-8.861961365,111.0155563,10.0,2.615769515,Evening,Micro,Shallow,0,2
1582,2018.0,1,3.0,-6.399407864,106.148056,175.0,3.675631894,Evening,Minor,Intermediate,1,1
1583,2018.0,1,3.0,-8.358120918,107.8137817,10.0,3.730045979,Evening,Minor,Shallow,3,0
1584,2018.0,1,3.0,-7.251558304,106.0599136,26.0,3.451069798,Night,Minor,Shallow,2,0
1585,2018.0,1,3.0,-8.414355278,108.0430145,10.0,4.035361397,Afternoon,Light,Shallow,3,4
1586,2018.0,1,3.0,-8.304693222,107.6320267,10.0,3.352718679,Evening,Minor,Shallow,3,0
1587,2018.0,1,3.0,-7.348406792,106.0021286,40.0,5.182241055,Morning,Moderate,Shallow,2,0
1588,2018.0,1,3.0,-7.820783615,108.0647125,75.0,4.139089168,Morning,Light,Intermediate,3,0
1589,2018.0,1,3.0,-8.246612549,107.3631821,10.0,3.907415154,Morning,Minor,Shallow,3,0
1590,2018.0,1,3.0,-8.090637207,107.2069397,10.0,3.130389532,Morning,Minor,Shallow,3,0
1591,2018.0,1,3.0,-8.585126877,112.2501373,18.0,2.849224941,Evening,Micro,Shallow,0,2
1592,2018.0,1,3.0,-8.818507195,112.1340866,44.0,3.403084126,Dawn,Minor,Shallow,0,3
1593,2018.0,1,3.0,-7.711636066,108.4464111,122.0,2.413624767,Evening,Micro,Intermediate,3,0
1594,2018.0,1,3.0,-7.032153606,111.8820419,12.0,2.502967651,Evening,Micro,Shallow,0,2
1595,2018.0,1,3.0,-8.008134842,110.4138184,10.0,2.74839008,Morning,Micro,Shallow,0,2
1596,2018.0,1,3.0,-8.749453545,111.5991058,30.0,3.092194472,Evening,Minor,Shallow,0,2
1597,2018.0,1,3.0,-7.295583725,106.8317261,10.0,3.016678796,Evening,Minor,Shallow,2,0
1598,2018.0,1,3.0,-8.997278214,111.3167267,25.0,3.114882581,Evening,Minor,Shallow,0,2
1599,2018.0,1,3.0,-6.788270473,106.394722,117.0,4.748121861,Evening,Light,Intermediate,1,1
1600,2018.0,1,3.0,-7.58423233,105.7586136,10.0,2.88105455,Afternoon,Micro,Shallow,2,4
1601,2018.0,1,3.0,-7.173091412,106.1252213,35.0,3.118475376,Evening,Minor,Shallow,2,0
1602,2018.0,1,3.0,-7.603334904,106.3227539,80.0,2.64692233,Evening,Micro,Intermediate,2,1
1603,2018.0,1,3.0,-8.329580307,108.936882,38.0,3.099741056,Afternoon,Minor,Shallow,3,4
1604,2018.0,1,3.0,-7.012097836,106.9941788,10.0,2.673247226,Evening,Micro,Shallow,1,2
1605,2018.0,2,4.0,-8.390080452,112.4243851,112.0,3.359348657,Evening,Minor,Intermediate,0,1
1606,2018.0,2,4.0,-8.566585541,109.0124817,70.0,3.172053498,Morning,Minor,Shallow,3,0
1607,2018.0,2,4.0,-6.352966309,107.2483215,255.0,4.243648781,Afternoon,Light,Intermediate,1,1
1608,2018.0,2,4.0,-7.056921005,106.9100952,10.0,2.915264549,Morning,Micro,Shallow,1,2
1609,2018.0,2,4.0,-7.680061817,105.9480591,33.0,3.153637004,Afternoon,Minor,Shallow,2,4
1610,2018.0,2,4.0,-7.011325359,106.9808197,10.0,2.522474715,Afternoon,Micro,Shallow,1,3
1611,2018.0,2,4.0,-7.282844543,106.8973846,10.0,2.538223981,Afternoon,Micro,Shallow,2,4
1612,2018.0,2,4.0,-7.797283173,112.5297852,10.0,3.270456317,Afternoon,Minor,Shallow,0,3
1613,2018.0,2,4.0,-7.193106174,106.0444031,20.0,3.473455223,Afternoon,Minor,Shallow,2,4
1614,2018.0,2,4.0,-7.143196106,106.024826,28.0,3.550643295,Afternoon,Minor,Shallow,2,4
1615,2018.0,2,4.0,-8.583363533,108.4262238,18.0,3.951860727,Afternoon,Minor,Shallow,3,4
1616,2018.0,2,4.0,-8.350758553,112.4652939,10.0,3.450331801,Evening,Minor,Shallow,0,2
1617,2018.0,2,4.0,-7.14917469,106.9080048,10.0,3.079282601,Evening,Minor,Shallow,1,2
1618,2018.0,2,4.0,-7.893353462,107.9266281,23.0,2.299892871,Night,Micro,Shallow,3,0
1619,2018.0,2,4.0,-8.462000847,113.4359665,11.0,2.613071153,Dawn,Micro,Shallow,0,3
1620,2018.0,2,4.0,-8.795827866,110.3116226,77.0,3.639288303,Morning,Minor,Intermediate,0,1
1621,2018.0,2,4.0,-8.765786171,112.3186264,13.0,2.65292847,Afternoon,Micro,Shallow,0,3
1622,2018.0,2,4.0,-7.007851601,105.4998856,58.0,3.3697020893333334,Morning,Great,Shallow,2,0
1623,2018.0,2,4.0,-6.832314014,107.8670502,51.0,1.954759933,Afternoon,Micro,Shallow,1,3
1624,2018.0,2,4.0,-7.231206417,107.6774139,10.0,2.428088132,Afternoon,Micro,Shallow,1,3
1625,2018.0,2,4.0,-7.857596874,106.624649,16.0,3.765687154,Afternoon,Minor,Shallow,2,4
1626,2018.0,2,4.0,-8.35539341,109.994812,71.0,3.845517145,Evening,Minor,Intermediate,0,1
1627,2018.0,2,4.0,-7.283917427,108.8047943,14.0,2.578386071,Dawn,Micro,Shallow,1,3
1628,2018.0,2,4.0,-7.881541252,107.2842865,24.0,3.647286612,Afternoon,Minor,Shallow,3,4
1629,2018.0,2,4.0,-7.258241177,105.2301102,10.0,4.389176672,Afternoon,Light,Shallow,2,4
1630,2018.0,2,4.0,-7.933508396,107.294548,20.0,3.859346507,Evening,Minor,Shallow,3,0
1631,2018.0,2,4.0,-7.955358505,107.415535,25.0,3.056358438,Night,Minor,Shallow,3,0
1632,2018.0,2,4.0,-8.884634018,111.21978,91.0,4.387856302,Dawn,Light,Intermediate,0,1
1633,2018.0,2,4.0,-7.717835426,106.9776993,22.0,3.103498117,Evening,Minor,Shallow,2,0
1634,2018.0,2,4.0,-7.894864082,107.342659,26.0,2.927421612,Dawn,Micro,Shallow,3,4
1635,2018.0,2,4.0,-8.27773571,110.154274,11.0,2.593002669,Evening,Micro,Shallow,0,2
1636,2018.0,2,4.0,-8.17753315,107.196106,10.0,4.036140192,Evening,Light,Shallow,3,0
1637,2018.0,2,4.0,-8.514460564,112.3553619,104.0,3.26503488,Night,Minor,Intermediate,0,2
1638,2018.0,2,4.0,-8.307037354,110.3293762,83.0,3.450906684,Morning,Minor,Intermediate,0,1
1639,2018.0,2,4.0,-8.239336014,107.9295807,15.0,2.439134294,Afternoon,Micro,Shallow,3,4
1640,2018.0,2,4.0,-7.421341896,105.2679214,43.0,4.086332345,Afternoon,Light,Shallow,2,4
1641,2018.0,2,4.0,-7.292945862,105.480072,19.0,3.236008002,Morning,Minor,Shallow,2,0
1642,2018.0,2,4.0,-6.429299831,108.2797699,10.0,2.615239627,Evening,Micro,Shallow,1,2
1643,2018.0,2,4.0,-7.209720135,109.6455994,10.0,2.909122136166667,Morning,Great,Shallow,1,2
1644,2018.0,2,4.0,-7.132558823,107.0012054,10.0,2.236121417,Morning,Micro,Shallow,1,2
1645,2018.0,2,4.0,-7.425972939,106.5953751,78.0,3.220531992,Afternoon,Minor,Intermediate,2,4
1646,2018.0,2,4.0,-7.195982456,109.659584,11.0,2.588418837,Afternoon,Micro,Shallow,1,3
1647,2018.0,2,4.0,-7.799080849,106.5336838,17.0,3.669073463,Evening,Minor,Shallow,2,0
1648,2018.0,2,4.0,-8.664305687,112.6580811,44.0,2.682007111,Evening,Micro,Shallow,0,2
1649,2018.0,2,4.0,-8.128623009,107.7485657,19.0,2.613015921,Night,Micro,Shallow,3,0
1650,2018.0,2,4.0,-8.244986534,110.2570419,54.0,2.765827384,Morning,Micro,Shallow,0,2
1651,2018.0,2,4.0,-8.414075851,109.0191116,28.0,3.460312757,Dawn,Minor,Shallow,3,4
1652,2018.0,2,4.0,-7.49505949,106.2524796,10.0,3.195404804,Night,Minor,Shallow,2,0
1653,2018.0,2,4.0,-7.21053648,109.6856995,10.0,3.502171679,Morning,Minor,Shallow,1,2
1654,2018.0,2,4.0,-8.547123909,113.5730896,7.0,3.6444873923333336,Dawn,Great,Shallow,0,3
1655,2018.0,2,4.0,-8.540985107,110.2151413,88.0,3.095029373,Dawn,Minor,Intermediate,0,1
1656,2018.0,2,4.0,-8.038072586,110.4704437,10.0,2.907610948,Dawn,Micro,Shallow,0,3
1657,2018.0,2,4.0,-7.582555771,106.5908966,76.0,3.699715072,Afternoon,Minor,Intermediate,2,4
1658,2018.0,2,4.0,-7.958432674,107.3731537,67.0,4.813597655,Evening,Light,Shallow,3,0
1659,2018.0,2,4.0,-7.829089642,106.6877899,15.0,3.232459105,Dawn,Minor,Shallow,2,4
1660,2018.0,2,4.0,-8.666861534,110.8853836,10.0,2.720820108,Night,Micro,Shallow,0,2
1661,2018.0,2,4.0,-6.785095692,112.3137283,10.0,3.272181425,Night,Minor,Shallow,0,2
1662,2018.0,2,4.0,-8.377033234,108.9520111,34.0,3.261034775,Night,Minor,Shallow,3,0
